FIB_slow1	FIB_slow2	FIB_slow3	FIB_slow4	FIB_m1	FIB_m2	FIB_fast1	FIB_fast2	FIB_fast3	FIB_fast4
ENSMUSG00000048012	35.4158416398092	27.4754039970043	28.638456009715	21.1558859682454	34.0404259943707	45.9305057708006	16.8891596359632	36.0943144234044	14.8610452523662	16.252122951626
ENSMUSG00000048013	5.08639564005115	6.00370108043721	3.03586901647519	4.00434522819709	8.67542632915281	3.03548357619686	7.00744093620265	0	3.00939769122863	3.03431636101347
ENSMUSG00000048015	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048022	1	2.00369862143222	0	0	1.00172286626704	0	0	0	0	0
ENSMUSG00000048027	694	575	700.802566206706	803.997366082692	619	711	603	636	516.883523917472	535.641627256354
ENSMUSG00000048029	3.21508194186298	1.35908360685353	0	0	4.73717642956984	0	0	6.05136799912941	0	0
ENSMUSG00000048031	7	0	2	0	0	1	0	0	0	2
ENSMUSG00000048038	2	1	0	0	1	0	0	0	0	0
ENSMUSG00000048039	1547.82907565197	1372.09686472972	985.556813623662	1160.63122515963	1509.44478192386	1688.14954121406	1529.32666513983	1620.98245927528	1300.36406178515	1402.14994582075
ENSMUSG00000048040	628.199697569357	579.65401339525	538.434250842941	479.383625044778	601.018936812771	811.572464394584	575.907612748318	771.189816741835	399.531159388798	304.903882548773
ENSMUSG00000048047	1105	1033	666	626	1169	1262	1050	1381.56726495179	599	586
ENSMUSG00000048058	603.977476560172	518.714359335196	386.462726228492	373.86309388341	596.60926487451	712.56985307181	540.95380186329	611.054995376232	280.597615992658	307.84119525542
ENSMUSG00000048062	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048065	0	1.67599661225069	0	0	0	0	0	0	0	1
ENSMUSG00000048067	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048070	6.07360534672335	6.15237072787135	5.51576024819153	3.30432222379938	7.22198500958774	5.20069641736815	6.370884063315	10.8416497266157	1.01091006689688	9.3148163712278
ENSMUSG00000048076	8069.39611083781	7596.74963623953	8995.51641350362	9419.10136779875	8930.36270236873	11088.7483071236	10580.0603615027	11050.5155493114	12499.546087011	10703.3869159662
ENSMUSG00000048077	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048078	83.2939972705443	48.1125224122118	50.0362768990056	41.009410600431	124	109.5024363951	81.2445856067968	73.4917052018113	24	56.0027602841009
ENSMUSG00000048080	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048087	1737.11780026602	1396.80555167098	2214.83276598944	2662.62761009931	1643.09066062552	1965.58988180456	1781.76282998599	2117.28166528403	3987.4069160035	3330.52244495077
ENSMUSG00000048096	3906	3339	4558	3560	3483	4292	3134	3316	2711	2359
ENSMUSG00000048100	404.084781837166	374.900857856021	376.430281862403	416.059158154271	442.147102814242	541.406964129333	377.817863083584	439.644689517029	331.939184274921	340.304301102547
ENSMUSG00000048101	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048106	25.817488750202	15.8098029816117	30.832356986313	47.0511608176128	14.4223774417461	55.8945115111836	24.1066292770378	19.81591256573	29.5650606854401	40.5649928768421
ENSMUSG00000048108	2932.78532308655	2943.71521632943	224.269990531582	230.141629523239	3014.84976836227	3162.27529383866	2706.21342677834	3036.29358959661	188.36955307692	223.089021838649
ENSMUSG00000048109	181.642714248809	175.798822642307	211.795260558459	275.507870156034	146.340128975255	188.893622264584	168.89133489615	166.276196571302	273.67332946559	287.879295824662
ENSMUSG00000048118	1257	1210	875	891	1170	1188	946	976	618	700
ENSMUSG00000048120	11.3273854514999	7.56008720833652	25.7826371539393	7.46739413663776	13.6902005004931	17.4604476756585	11.5802445183009	22.0494931850645	5.84740055755308	6.36293564233715
ENSMUSG00000048126	39126	32369	24790	26604	43330	43102	41301	41928	22015	36701
ENSMUSG00000048138	93	97	108	111	106	136	211	232	84	53
ENSMUSG00000048142	0	0	8.0070461231579	1.0009380354927	0	3.00499989699553	4.00246125525469	4.0027444242005	0	2.00209079341034
ENSMUSG00000048148	4.0018568998044	3.074318535877	0	5.13519767453958	3.08237352119851	4.01019402933863	3.00809645147271	2.00469438876949	3.06102719655679	12.0251652377572
ENSMUSG00000048153	3	3	1.25996403180442	0	2	1	1	1	0	1.71343288774616
ENSMUSG00000048154	3592.27624328124	3412.60413124067	3424.3812888325	3842.5381252499	3932.78728614173	4497.49171632152	4240.44983599948	4706.53190450704	3870.00696593844	5337.49241702039
ENSMUSG00000048155	0	0	5	1	0	0	0	1	5	0
ENSMUSG00000048163	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000048164	3.41044646846756	0	0	2.24107529514195	4.60133906841599	3.49264620991311	2.30093098157423	0	1.12581003428563	2.21573371523193
ENSMUSG00000048170	2505.38949687741	2089.77180563315	2242.4341269779	2184.04895430147	2676.92993979571	3034.97383363382	2698.58352418603	3112.34569733499	2465.10584455066	2223
ENSMUSG00000048173	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048174	141	155	101	107	112	151	106	109	76	80
ENSMUSG00000048175	873	738.995216264308	812	891	852	1075.87028627218	932	1022.82331991305	900.995911517243	905
ENSMUSG00000048185	0	3.04991773606693	4.03457492901373	0	1.01617652971643	3.01592413890109	5.07152064550164	2.02611237862628	1.0121459032716	2.04705102473591
ENSMUSG00000048186	1	1	0	3	1	6	1	8	0	0
ENSMUSG00000048188	0	0	3.05836766324418	0	2.14613102692843	0	3.61806142870809	0	0	1.77706144916576
ENSMUSG00000048191	3	1	17	10	5	8	5	9	21	9
ENSMUSG00000048197	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048200	39.016699902573	36.8148439017722	28.1616359026008	39.1619716194311	54.1423799872372	66.2945281825741	43.9608010969861	74.2450614292825	53.6852048960798	75.6279349438414
ENSMUSG00000048206	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000048215	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048216	83	75	49	72	95	86	82	102	45	51
ENSMUSG00000048217	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048218	20	17	0	15	11	18	9	12	0	2
ENSMUSG00000048222	1107.59946469805	944.867409914743	760.512461006022	749.383576579575	1072.95979387919	1243.21381829739	1040.44205942124	1171.99569532488	752.115096475547	762.941300652431
ENSMUSG00000048226	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048230	3.39618104701694	2.35898091562152	0	1.08265666926304	8.14853413779879	0	8.30526471381917	2.42794364415473	4.34925276879716	2.09158614236078
ENSMUSG00000048231	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000048232	802	651	538	692	792	890	759	684	623	735
ENSMUSG00000048234	798.289941323408	702.259661959702	617.959211697021	677.400313318533	819.85882648882	928.551198454447	833.198477902186	958.930779998881	814.902925879572	750.501665937542
ENSMUSG00000048236	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048240	201	154	103	186	161.465240997933	231	127.020002118503	119	92	116
ENSMUSG00000048249	862.888895337254	762	326.582998826256	449	1025	1081	1014	931	332	428
ENSMUSG00000048251	1158.28244718299	972.342878985507	588.005651203711	565.847888440221	1010.32828950941	1154.54295159527	681.128627880023	649.69888247272	266.432898511912	332.137039147695
ENSMUSG00000048261	7.67437914559217	6.77788259748342	1.07081777818537	1.13860463493002	2.30355329144303	1.18347768272696	2.21903716545601	9.0918768392555	1.10233082709418	3.28787493176218
ENSMUSG00000048264	1588	1482	978.763860168735	1155.20712125871	1448	1758	1263	1435	818.011381576955	830.490677315348
ENSMUSG00000048271	2614	2612.02239719173	2072	2346	2863	2943.01016075524	2783	2862.92605145638	2120.01195749764	2464.73691315723
ENSMUSG00000048277	1450.92988343174	1288	1708	1906.99186694387	1551.97930729006	1964	1754.95306328013	1721.97215698232	2060	1754.99514375876
ENSMUSG00000048279	1442.00741107463	1523.02490676997	1323.019525583	1081	1288.03522993517	1442.03677598416	1499	1795.01508624977	1228	1291
ENSMUSG00000048280	417.007859413032	416.318455809651	465.367124323874	560.87419209352	447.381508738127	531.927051216611	426.395012455741	500.951592096668	409.50220537627	569.945537338129
ENSMUSG00000048281	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000048284	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000048285	7311	6724	5329.37099520575	5617.57883485965	6585	7592	5476	6173	3906.87041855787	4163.0380529888
ENSMUSG00000048292	0	1	0	0	2	7	4	1	2	0
ENSMUSG00000048294	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048299	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048304	3.00109993746553	1.00068264143765	0	0	1.00023190624985	0	0	1.00073781437327	2	0
ENSMUSG00000048307	2097	1871	1640.40232627973	1766.07599826164	2219	2542	2359	2532	1740.59407508589	1829.42948254353
ENSMUSG00000048310	1288	1077	935	1199	1203	1417	950	881	646	822
ENSMUSG00000048312	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000048316	0	0	0	0	0	2.02982338768609	0	0	0	0
ENSMUSG00000048327	1716	1365	2366	2298	978	901	935	966	1212	1234
ENSMUSG00000048329	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048330	1.27005084035735	11.9645155117434	4.07205558435003	5.0322379889886	3.27705769131584	3.99686861851014	5.76589066878718	4.50621308261169	1.00753361729664	7.05314575676564
ENSMUSG00000048332	4262.78019396968	3732.90468837851	4312.90455350649	4047.77672501999	3775.90967897114	4537.87186339513	4010.78677328248	4158.67142014502	3651.8350375699	3111.86028906246
ENSMUSG00000048334	0	0	0	0	0	0	0	2.860997575982	0	0
ENSMUSG00000048337	0	0	3	0	1	0	0	0	0	0
ENSMUSG00000048347	246.438344957913	217.980198222696	124.617746053126	124.911946361358	199.967921873283	239.729402635911	147.540262969319	172.67216192764	84.863335843233	70.5653378621783
ENSMUSG00000048349	1.00032703770948	3	0	3	2.00155540883026	1	4	3.00096801090699	0	1
ENSMUSG00000048351	248.217038706734	225.180801489687	228.592516735096	255.177183009804	241.895581969568	303.831172467557	335.022620374185	290.999285935728	268.035425701765	281.807437980683
ENSMUSG00000048355	94.8003024306427	109.34598660475	248.565749157059	221.616374955222	110.981063187229	143.427535605416	121.092387251682	130.810183258165	148.468840611202	144.096117451227
ENSMUSG00000048356	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048368	262	245	68.778323451408	138.780912308707	421	374	232	209	66.9569914239717	115.962955626042
ENSMUSG00000048371	139.30796952811	127.28780032964	212.146175158744	242.866049834124	163.973880387694	204.885048453104	179.492013510903	195.561543470572	283.114366305581	264.266552008053
ENSMUSG00000048373	0	0	0	1	0	0	1	1	0	0
ENSMUSG00000048376	13345.6461566909	11902.5733752113	9814.58639764979	7755.59092404827	12200.014876312	14556.3620615396	10559.1604721912	11771.3738649577	5478.69211393266	4425.2255100158
ENSMUSG00000048377	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048378	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048379	2246.44392635485	2174.37553704477	1177.65433409444	1093.76589000161	2086.94579793618	2116.96757853685	1766.20905847515	2100.76608830599	816.116557556863	1060.81071021588
ENSMUSG00000048385	1	1	0	1	1.0003856474678	0	2	0	0	0
ENSMUSG00000048387	994.192235516013	920.226547575934	1273.72835686882	1442.55986525734	1133.2205815162	1456.5619395497	1145.32940794393	1219.05635630556	889.430498179509	1013.77370222172
ENSMUSG00000048388	812	693	901	1075	928	971	2673	2250	3883	3745
ENSMUSG00000048391	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048398	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048399	9	2	3	14	3	3	4	10	11	9
ENSMUSG00000048400	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048402	1060	929	952	882	1107	1261	1005	1123	742	1016
ENSMUSG00000048406	66	47	60	69	76	108	65	75	34	39
ENSMUSG00000048410	673.001146376488	653	593	574	725.09766155816	786.271184092051	668	676.004091758501	555.00285397669	627.004285207527
ENSMUSG00000048411	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048416	388	332	354	288	254	268	185	202	63	63
ENSMUSG00000048424	0	2	0.0277077921083677	0	0	0	0	0	0	0
ENSMUSG00000048425	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048429	1163	1035.64514901864	950	1053	1082.59753844394	1293.6169877424	1040.34418189272	1120.6001783451	819	777
ENSMUSG00000048439	398	335	308.099080496116	335.16772635873	304	419	311	377	366	306
ENSMUSG00000048440	440.066172709839	454.180306940618	557.909119187111	619.017328925548	593.137809105326	659.21754611041	499.148398434096	596.507067487456	507.747639694924	559.998251540929
ENSMUSG00000048442	5	6	8	11	5	4	7	3	2	5
ENSMUSG00000048445	182	137	140	123	200	209	186	177	123	122
ENSMUSG00000048450	324	238	234	290	367	379	375	356	371	305
ENSMUSG00000048455	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048456	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048458	197.187115983675	241.680711982891	467.770916131276	605.469796462497	100.453775550506	109.062051265964	85.4858080499818	97.0359205169193	116.891709616978	124.698609574452
ENSMUSG00000048469	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048473	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000048478	18	4	6.79547942007655	10.2618553974839	9	8	8	10	0	0
ENSMUSG00000048480	3	2	2	4	2	3	7	1	9	12
ENSMUSG00000048481	204.027569328365	159.825532006898	188.677013646645	262.602126432834	214.83768912957	203.150850379016	199.336037640486	223.613268814026	309.270973522928	360.27999003545
ENSMUSG00000048482	793	695.88653087509	664	503	629	744	485	509	414	334
ENSMUSG00000048483	0	0	0	0.774429011490745	0	1	0	0	0	0
ENSMUSG00000048484	4	4	4	6	2	7	6	2	6	2
ENSMUSG00000048485	1.00144512966509	6.01322737705337	3.00685587659975	3.00074638494778	6.02316841681536	2.00652110689915	9.01111651587539	5.00704296731718	4.03159828571879	4.01004368524858
ENSMUSG00000048486	539.638292589848	555.619608986393	502.934934085234	538.682432666864	532.024513111872	678.639092399783	491.627502094768	557.238901125221	606.082690090057	526.75558166584
ENSMUSG00000048489	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048490	1420.05224097739	1220.72605045083	837.028369321739	961.865614560386	1447.42105726302	1524.17521866421	1314.88356187037	1407.17773993722	756.004161425904	889.855074985443
ENSMUSG00000048495	543.59769542761	405.5863207199	704.606010416574	534.870161273892	463.230310927644	531.176239274556	545.013895108826	584.753479954517	556.764111406269	441.183203214802
ENSMUSG00000048497	489.779642245616	396.708744656161	297.292961744168	362.713506222308	500.034345488101	541.550444213217	556.777557673344	608.478043939903	432.807301396584	423.032217850771
ENSMUSG00000048498	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048500	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048501	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048502	14.0697427463117	9.27276905705752	10	1.66666666666667	13.0732547545581	5.4716279653305	9.95470511629607	17.9852632035902	0	0
ENSMUSG00000048503	21.1892077726255	23.2387760808036	0	36.3292275992462	37.3439294556475	36.3508114110761	42.497700947964	56.1771446394511	3.18808173043345	0
ENSMUSG00000048516	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048520	2	1	0	3.00934936647798	1	2	3	7	3	12.0118301871543
ENSMUSG00000048521	6	10	8.02610232445267	5.99739884818344	5	4	7	9	0	16
ENSMUSG00000048528	5.13649037730956	4.41758417686223	1.07040114050944	0	6.31934456840183	3.30232984461382	4.00274499482842	0	3.40485525078876	4.70324580368247
ENSMUSG00000048534	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048537	3090	2688	2676	3076	2610	3530	2434	2714	2177	2178
ENSMUSG00000048538	0	2.24636329222176	0	0	0	2.11484541895587	0	0	0	4.63514092880583
ENSMUSG00000048540	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048544	1	4	1	1	1	5	1	6	0	0
ENSMUSG00000048546	1422	1201	1342.38200634603	1394.06181202446	1394	1551	1369	1734	1301.39389859446	1303.66758169187
ENSMUSG00000048550	242.839278188578	186	108	139	176.034903632286	213	134.095589200136	198.035309781554	180.091157808841	139
ENSMUSG00000048559	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048562	0	0	1	2	0	3	4	3	1	3
ENSMUSG00000048572	0	2.03660083539149	3.04860147967077	0	1.68790627123169	0	2.00234864044537	2.0821049285319	0	1.06550873244252
ENSMUSG00000048573	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048574	75.810278750233	67.4130645467069	239.683066541038	220.432314518882	37.0455101467789	100.38843955287	41.880860351077	52.1517261693877	128.226877652157	93.8711471825532
ENSMUSG00000048578	7036.27607639916	6214.38548302726	7564.55150087108	7974.45555906521	7708.84422809837	9259.11105701494	8828.69934987943	10126.0843228789	11174.7876168308	11016.3937097288
ENSMUSG00000048581	185.74682029363	178.34852818824	114.319839855176	139.455307235002	184.050052234582	198.687713221467	163.861890994145	169.208682257521	122.140222641621	158.724976800841
ENSMUSG00000048582	0	0	2	2	0	0	0	0	0	0
ENSMUSG00000048583	70.3755417680393	50.161045349202	84.6797161026057	78.1207602921035	90.2638148515326	111.154357335187	79.1395485287489	57.4572389720394	9.01364502708524	3.01650095969652
ENSMUSG00000048592	7.42280745323129	11.5653471408545	8.44968741950207	3.12511129395686	16.6567456195152	8.50230207508972	12.6650135373059	8.71855192638766	8.1818390653157	5.11385671474918
ENSMUSG00000048600	102.657895283131	100.566277440323	99.2877448040649	57.8041301258837	73.4321471243965	146.46316304472	69.1353028473528	110.470394272558	40.1846778275639	62.2186900322395
ENSMUSG00000048602	0	0	0	0	1	0	0	1	0	1
ENSMUSG00000048603	51.5036928300911	54.4478772180099	55.1668466948395	42.8966057162154	66.8510439026557	68.5957247275931	56.4349259208858	110.261226648963	57.7836121471737	36.5806571990006
ENSMUSG00000048612	11400	10071	2448.99338618888	2062.00589223885	12654	13877	15187	16558	2250.03401361546	2063.59940251808
ENSMUSG00000048616	260	241	175	133	174	245	115	108	51	43
ENSMUSG00000048617	12.7219636799154	9.98363825508725	0	13.011371140116	4.00697655008861	12.0181132619738	14.5831842153005	5.54255294049952	8.7126597590345	4.94882382944335
ENSMUSG00000048620	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048621	4	1	2	4	8	5	5	12	1	3
ENSMUSG00000048626	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000048628	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048636	8.81362551921857	12.3119599394152	17.7401534981026	18.9124519756947	6.45310032704928	14.1053553651374	4.83787176651431	6.51563126657271	13.639716413301	2
ENSMUSG00000048643	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048644	1228	1137	1145	1487	1199	1352	1053	1143	1172	1228
ENSMUSG00000048647	37.5891825290163	53.1768611672497	24.4781347349804	27.4524670772281	38.5923242151914	55.4122883716206	44.2785594908198	72.7513995819782	27.8936195325047	23.7654382633661
ENSMUSG00000048652	0	6.77927873197799	1.95832398022277	2	2.39986153920828	8.43449765730914	3.19307310481895	4.29619423005909	3	4.45134795240099
ENSMUSG00000048655	11.2251900429675	2.64852134646937	2.03314847841174	4.34705705210574	14.4133532823707	12.1830505695102	9.66666547118309	12.9021295993846	8.39449641560222	5.45305667592292
ENSMUSG00000048661	1384	1183	917	946	1414	1598	1526	1752	1002	1117
ENSMUSG00000048665	11.0976098798775	4.82129318209971	0	0.875911596626138	7.24697751166284	9.62499494323201	0.314401496896775	7.59822778937232	0	0.776397938439949
ENSMUSG00000048668	1436.07609608867	1239.44441588739	844.873400587993	1099.51864408009	1170.46753342971	1359.17749418661	1095.37200952225	1133.08170275691	772.437671046945	714.296558276913
ENSMUSG00000048677	255.864592387477	397.648899751463	392.078392389481	328.243299173346	584.169323948042	498.189243179551	356.850829833694	351.783750847876	496.179947512516	367.409890580317
ENSMUSG00000048686	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048693	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048696	3185	2612	2783	2763	2874	3702	2713.47613153503	2941	2501	2264
ENSMUSG00000048697	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048699	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048701	3999.62712222792	3846.20503752862	3136	3192.05088362286	4032.51103111897	4558.8906948719	3916.79250276161	4249.50379469266	3578.33399575925	3700.92901573595
ENSMUSG00000048703	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048706	8130	7276	5775	5696	7339	8802	5913	6091	4325	4297
ENSMUSG00000048707	318	276	341	345	280	375	283	295	392	371
ENSMUSG00000048709	1.13188754622597	0	0	0	0	0	0	1.11250334484262	1.05568626788678	0
ENSMUSG00000048720	527	532.069503861584	463	413.033612145254	635.077875901374	737.040126400383	684.046689943249	847	415.073039026456	428
ENSMUSG00000048721	0	1	2	6	1	1	3	1	0	6
ENSMUSG00000048728	34	37	7	19	28	24	15	31	4	5
ENSMUSG00000048731	70.5138525087819	113.432252550447	76.3994787060576	100.178910897156	106.670028893011	134.923938165809	98.4129160498907	119.23929399297	153.353930210623	116.740562163742
ENSMUSG00000048732	248	192	193	183	264	240	226	276	148	198
ENSMUSG00000048745	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048747	3	1	0	2	0	0	2	2	0	0
ENSMUSG00000048752	1	0	0	0	0	0	0	0	2	0
ENSMUSG00000048755	342	319	391.813543454158	471.55865675664	378	459	453	491	612.234387512036	607.751338021869
ENSMUSG00000048756	1559	1374	1290	1583	1544	1744	1579	1702	1024	1258
ENSMUSG00000048758	2414.02987522643	2083.65386576479	4655.76333521981	5085.73744256876	2465.27280959934	3196.51417258919	3093.7456322588	3056.49565752059	6976.42198449854	6087.24028316702
ENSMUSG00000048763	722.187577767721	677.225221463662	416.628681227031	377.209196152262	716.934633133263	736.894130726659	618.091155026494	625.231116737869	401	373.467922661282
ENSMUSG00000048764	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000048766	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048772	117	122	117	127.936293917545	129	131	108	99	92	120
ENSMUSG00000048775	1	4	0	0	2	2	2	0	0	0
ENSMUSG00000048776	5	0	0	0	4.14727503792993	3	3	0	0	0
ENSMUSG00000048779	3	1	0	7	3	4	1	4	1	0
ENSMUSG00000048782	333.265565008755	250.994971440787	245	113	190	187	40.9206879959044	44	9	7
ENSMUSG00000048787	386.4082241321	338.106534303407	365.187994556707	301.135635765441	348.25290515276	519.036984627215	281.330832266447	355.574523547656	164.392289895195	238.204135909284
ENSMUSG00000048794	49	32	48	76	47	35	37	37	34	30
ENSMUSG00000048796	234	204	157	212	207	285	252	216	191	218
ENSMUSG00000048799	1261	1087	782	932	1079	1233	1152	1052	715	923
ENSMUSG00000048806	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000048807	995	831	1198	1283	997	1220	1000	1056	1342	1184
ENSMUSG00000048810	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048814	11.0235297555023	8.32576772388318	0	4.01927584553173	4.0032415842432	3.00234782072854	3.05617660375925	2	2	2.09816176453392
ENSMUSG00000048824	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000048826	26	18	56	61	43	43	78	51	180	150
ENSMUSG00000048827	46.095783846303	33	1.48317721825995	1.63589646473024e-05	33	55	34	40	13.5142230423879	2.37790024930474
ENSMUSG00000048830	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048832	999	871	1104	1022	1063	1285	1106	1223	1074	1056
ENSMUSG00000048833	2230.23238428608	1989.65052021044	1464.46927240594	1511.86379666405	2225.71968520964	2501.2162144325	2098.1776247905	2188.77026545848	1572.83536386995	1817.17375058301
ENSMUSG00000048834	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048852	15.658212710872	6.1514583506786	7.07528260542965	11.1830790763627	3.0848591752672	11.7173911364403	3.07290597742461	6.2816647043019	0	4.01352849363609
ENSMUSG00000048856	39	50	48.7954675902712	39.5917285070158	56	49	78	85	83.1924897649778	72.6365724700243
ENSMUSG00000048865	0	6.31720381135492	1.19608532589002	2.10328136162843	4.08371772530788	15.0990030634378	5.10756828723031	9.06783794112882	2.71848243772122	1.49035799527029
ENSMUSG00000048874	3128.05843645852	2760.91918611248	2467.05864220114	2208.98308173154	3040.74942636453	3163.09720728683	2833.62367540483	3117.29376383733	2235.59208843526	2347.3907862944
ENSMUSG00000048875	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048878	906.980786500495	813.996253391966	705	866	873	962	812	925.95936641752	701	684
ENSMUSG00000048895	129	87	149	117	153	143	155	189	160	140
ENSMUSG00000048897	452.299226525774	396.680248258885	424.755599507379	404.253813589334	485.672876012004	520.385746739695	520.939587826308	559.012877771763	519.467192808994	449.913708244626
ENSMUSG00000048899	6	3	0	0	1	3	2	0	0	0
ENSMUSG00000048904	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048905	17.9167865586851	17.4867413276309	5.36007483765054	18.2194934960862	16.2186153580806	11.4921560008525	4.57646869433248	19.3561030947674	13.790246311281	14.7349087821259
ENSMUSG00000048911	869.66096973366	903.676262757301	753.190234901839	796.598463760282	1022.92534398823	1185.0556415888	1033.04745738901	1161.24953361706	844.23711024176	984.773351266448
ENSMUSG00000048915	388	318	371	304	444	608	424	529	162	91
ENSMUSG00000048916	34.9674546022125	15.3310090291831	9.03070221192504	17.0798316069309	16.1987967367235	22.0553668280512	13.9311263192386	15.8423598018593	14.2958310064329	32.5973907948809
ENSMUSG00000048919	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048920	659.866027914824	533	656.674859191341	636.095995059734	680	804	767.930545902507	824	800.027380773295	724.635954997382
ENSMUSG00000048921	195.163665722646	174.852160416925	191.723455307081	193.787779570308	188.390450040931	227.598852571711	164.008233599916	203.64073621888	108.172104297994	128.417569369587
ENSMUSG00000048922	1282.6907799696	911.97251909373	1500.76365323318	1504.14028469599	542.462634416557	476.25056706627	429.933518704662	421.691733536439	1029.17526197176	799.713076096067
ENSMUSG00000048924	7.41071661944029	5.11512566591557	3.21756461380724	5.14546661390475	11.5400048977476	3.29401505163806	8.35268063878494	3.15811992735512	5.05472501611816	2.04470930058185
ENSMUSG00000048930	847.216642407705	829.886772584609	792.255185251329	1105.37467196327	801.064252126078	911.118582673761	648.054143117694	689.659584020192	852.262666142573	961.113736639409
ENSMUSG00000048933	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048938	3.14326796072023	0	3.4318998492384	3.10714643905537	8.04618269022613	0	3.33397428207971	2.1509162305872	0	2.21755650048391
ENSMUSG00000048939	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048949	1508.39567404253	1232.99170007783	1363.59061055381	1001.59967735611	1476.29623534709	1532.09410324357	1272.69386028913	1610.569311143	962.946031093809	995.171173427407
ENSMUSG00000048960	307.556350778782	294.718548458444	180.476129565376	191.472944094868	343.32610106422	376.115424546476	374.583857515909	512.272467828131	121.423502440513	113.89292770103
ENSMUSG00000048965	262.237133961032	245.779606441584	181.514254286687	146.12839512719	258.930364868516	310.981886566298	183.733882910279	177.027510933951	148.146778784533	172.536446077036
ENSMUSG00000048967	18	14	16	21	18	15	18	11	5	9
ENSMUSG00000048970	751	666	667	653	774	859	819	801	643	577
ENSMUSG00000048978	3	1	0	0	0	1	1	4	0	0
ENSMUSG00000048981	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048982	0	1	0	0	0	0	0	0	0	2
ENSMUSG00000048988	52.389638484202	28.1164028765177	48.6228418849298	43.2926252293806	35.1989864180486	31.082229792262	72.2646165638549	70.2460878344868	75.6467157388842	84.5758276035837
ENSMUSG00000048992	0	0	0	3	1	0	0	0	0	0
ENSMUSG00000048994	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000048996	0	0	3	0	0	0	0	0	2	4
