ESC_slow1	ESC_slow2	ESC_slow3	ESC_slow4	ESC_m1	ESC_m2	ESC_fast1	ESC_fast2	ESC_fast3	ESC_fast4
ENSMUSG00000028378	1095.72869680455	763.711775920286	987.831137370318	889.254296120302	934.313963535025	583.977856614417	780.139895622273	646.390677296134	781.948396706823	655.40094650843
ENSMUSG00000028381	1434.39370539557	1756.39360676078	911.033317175887	1052.15707304862	1588.32295534673	1908.65796047713	1581.1292319122	2191.70828808444	1046.07121983187	894.24493672899
ENSMUSG00000028382	4079	4038	2409	2977	4886	5145	5209	5091	2854	2789
ENSMUSG00000028383	315	301	204	194	306	302	301	298	237	174
ENSMUSG00000028385	882.056349073471	900.6901938155	929.452304435242	1001.1072075739	1009.18262936818	888.779623585134	761.582533082649	837.45279834964	836.581349078054	806.510785880644
ENSMUSG00000028386	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000028389	289.870013103187	262.571809015477	75.4416716818037	112.908348432175	301.939749066907	319.248862365727	361.196526875166	311.343607734617	124.302452794765	93.129815336825
ENSMUSG00000028391	457.431294416774	411.230866437384	371.758050601489	406.810071048149	490.892595189581	341.734821867131	432.326281363219	409.930031699382	367.250176916582	390.212674763754
ENSMUSG00000028392	297	139	425	454	256	125	237	146	350	397
ENSMUSG00000028393	1374	1421	1665	1897	1544	1364	1267	1737	1579	1694
ENSMUSG00000028394	1228	1388	1328	1460	1400	1320	1251	1646	1294	1292
ENSMUSG00000028396	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000028397	1881	1753	1839	2081	2173	1781	1966	2017	1664	1712
ENSMUSG00000028398	707	726	638	743	843	718	800	850	634	691
ENSMUSG00000028399	28.4065916606331	40.0950251661694	36.0032348250498	25.0029244026612	37.0662946993805	33.0203637951962	18.1024043730044	38.0937747531798	17	23.0685009013747
ENSMUSG00000028402	168	214	107.949546328436	147.142153185525	240	217	201	232	168	122.942746864987
ENSMUSG00000028403	2127.16031084852	1769.94843393813	1320.08507547479	1595.95990182726	2432.31131551197	2182.44384512213	2394.99653363926	2086.87284521269	1384.56413968718	1301.37404926566
ENSMUSG00000028405	2606	2547	2670	3232	2984	2747	2913	3237	3119	2913
ENSMUSG00000028407	31.1512979817582	37.8905917810057	49.7237118786736	56.864304500135	61.3715169525399	35.7237809831116	47.1730692718585	56.0418617047451	61.7596401548065	42.0596012001715
ENSMUSG00000028409	3957.88315862354	4203.07740181697	3889.097889489	4780.90717675166	4546.82244117144	4619.48159322492	4416.62243226131	5600.28308021999	3942.28906923263	4115.69844655193
ENSMUSG00000028410	7281.16320951001	8062.45728166944	6386.79774050224	7976.80250510832	8480.48639923148	8991.37929093897	8332.08227714141	10141.8452105057	7369.78007358484	7349.13847008613
ENSMUSG00000028411	304.656998906194	294.031453461279	360.450890417656	393.347926424524	281.212014852295	264.082655730198	247.542634006822	368.131206492035	302.173532424963	324.803486272412
ENSMUSG00000028412	3176.93457808367	3255	2466.68420403824	2838.91412102653	3369.98103698549	3667.96446958352	3233	3755.04200247212	2744.45297373879	2551
ENSMUSG00000028413	857	1012	840	909	983	1117	1024	1236	942	808
ENSMUSG00000028414	717.775479109162	793.774557874175	494.664797413568	698.718797047686	832.246083525903	871.643377598273	832.016313914249	904.041573825295	493.390612618031	528.337022480014
ENSMUSG00000028415	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000028416	1951	2327	2015.75223844539	2056.27695355333	2215	2245	1980	2783	2137.74716699999	2080.01843418129
ENSMUSG00000028417	1.00050651243783	2.00307499516564	1	2.00140564319218	1.00019400668226	0	1.0052470180656	3.00135429478353	0	2.26324126294414
ENSMUSG00000028419	1641	1701	1433	1520	1874	1799	1701	1898	1476	1377
ENSMUSG00000028420	330	305	342.585077605523	356	364	357	332.327662472088	375.740516362761	343	303.297534884887
ENSMUSG00000028423	5189.44705996673	4793.20799208798	4800.78985683039	5640.80379389716	5736.77191924808	4680.54319549772	5000.98578697507	5198.01663690915	5177.55266340879	5293.92324337392
ENSMUSG00000028426	10225	10544	6990	9271.60664848277	12285.394324453	11995	12270.5813085682	14336.0730404882	8459	9255
ENSMUSG00000028427	22.9299447216289	16.9722041440575	3.05986061849192	12.3274291551384	15.9564347173506	43.01538053322	25.0834666003892	18.5801910141119	17.7694236602434	14.6570579897317
ENSMUSG00000028430	5431	5794	6716	7548	5938	6321	5730	7080	6695	6664
ENSMUSG00000028431	3711	4233	4025	4653	4503	4702	4301.99348178474	5228	4225.99304473349	4043
ENSMUSG00000028433	6025	6141	7603	8579.23444737611	6952	6553	5999	6662	7210	7717.36472175085
ENSMUSG00000028434	1230	1265	1261	1194	1216	1314	1193	1382.9560290228	1165	1007
ENSMUSG00000028435	445.199742372472	2463.11548268676	638.507846486741	432.43899619722	449.246932596526	2333.7756337431	398.728714029148	2640.65332172659	511.41347171038	332.933281478354
ENSMUSG00000028436	1716	1907	1776	1964	1966	1837	1722	2203	1896	1776
ENSMUSG00000028437	1109	1126.00177081074	1097	1178	1136.03419766091	1185.05647298445	992.000000000653	1346	1141.01852693026	1087.00042149805
ENSMUSG00000028438	560.691301436644	473.134579376041	582.057085415884	707.741861868493	631.579118546186	505.017448129498	552.542995422181	507.556680150812	544.558575042574	533.475655894918
ENSMUSG00000028439	199	175	171	168	189	168	146	187	150	132
ENSMUSG00000028441	0	0	0	2	0	1	1	3	1	1
ENSMUSG00000028443	306	298	277	262	304	283	293	358	293	281
ENSMUSG00000028444	22	33	12	13	25	17	38	38	20	28
ENSMUSG00000028445	16	12	15	22	21	19	24	18	31	23
ENSMUSG00000028447	750	852	834	914	870	777	798	862	872	868
ENSMUSG00000028451	6.83148825952996	1	4.4108633780233	2.18758817667049	7.19906201257235	3.42031244643034	1	8.70054017223424	5.19026552387016	3.19637739741462
ENSMUSG00000028452	14766.7884575998	18718.0467837786	15647.2182978219	17402.1369135244	17271.1580025539	19937.5332697744	16891.1531355489	23113.2055307661	16221.2672907537	16165.5347968602
ENSMUSG00000028453	728	684	701	847	844	707	694	746	708	640
ENSMUSG00000028454	883	856	1155	1257	917	866	860	948	1109	1151
ENSMUSG00000028455	3452.82893673484	3384.71721409906	3825	4049.97287868404	3763.90800743259	3570	3474.91208717461	4397.9046105787	3824.84291103304	3759.97876047573
ENSMUSG00000028456	939.660867328571	758.394698856652	1351.29123946177	1161.43681509855	801.815341271982	510.708801382336	441.228323269931	535.992421569354	790.286214845363	643.483192862746
ENSMUSG00000028457	11.0174675639192	6	11.0211531326917	11.0305822631115	7.00796996456882	10.0128140747456	7.00132901246004	16.016670426934	6.00573384963528	8.02621136477066
ENSMUSG00000028458	433.521946850664	422.048098412906	593.376831138102	572	493	481	456.374830404084	535.905492439175	576.731048502354	572.56781382902
ENSMUSG00000028459	14.4780531493357	19.9519015870936	5.62316886189762	2	1	2	13.6251695959164	13.0945075608251	6.26895149764642	7.43218617098045
ENSMUSG00000028460	3	3	3	5	3	1	4	2	4	2
ENSMUSG00000028461	280	310	384	329	299	253	253	378	343	246
ENSMUSG00000028463	15.2893596209039	6.09332581658214	11.1315418531143	13.149624664801	8.1330472869755	5.14813794266969	4.07711453402911	6.04186217111175	6.04760288423786	14.1048605050912
ENSMUSG00000028464	79	75	152	107	113	63	59	57	166	165
ENSMUSG00000028465	2525.38446352813	3352	3466.73832398806	3809.26458028158	3056	3890	3028.79191348737	4194.76944971914	3399.17295466417	3511.98769934941
ENSMUSG00000028466	267.064509329877	269.467123164714	273.261676011937	267.105879990704	245.215994944389	219.471376816275	219.208086512632	295.17868906164	253.827045335833	221.359880861779
ENSMUSG00000028467	567.551027141988	531.913758235455	693.254325830277	742.905115533462	561.784005055612	519.901737065459	451.305347038488	624.051861219222	641	654.940906060282
ENSMUSG00000028468	1010	986.619118599832	1168.74567416972	1247.72442419425	1209	952.626886118266	969.694652961512	969	1179	1086.71151372853
ENSMUSG00000028469	11	13.1239039267221	21.2457994606975	20.0070282049928	8.02156876727856	23.0508360931533	14	15.0012745130988	9	8.11021676845363
ENSMUSG00000028470	331	302	386	383	363	317	299	327	413	348
ENSMUSG00000028475	8.74741939394942	2.9074416225952	2.00852878728303	8.02038120275016	10.9012141852894	10.7990252675055	5.0076250748056	3.40311133757454	3.00407043414939	3.00153110587998
ENSMUSG00000028476	131	122	165	170	103	125	123	110	147	134
ENSMUSG00000028478	4341	4644	5016	5445	4939	5101	4644	6096	5489	5640
ENSMUSG00000028479	460	385	446	535	442	323	442	372	426	506
ENSMUSG00000028480	526	493	425	548	641	611	701	778	741	889
ENSMUSG00000028483	870.795480201394	876.412475777213	642.332696040746	747.257967506676	1029.99128460748	864.321670539751	949.845830264736	1000.77142177855	755.755325293697	719.624753037521
ENSMUSG00000028484	7107.18251024899	7391.56456612708	5326.66730395925	6412.71644248083	8732.95134477424	8514.65598441022	8978.15416973526	9450.22857822145	6985.2446747063	6715.37524696248
ENSMUSG00000028487	497.658668441086	325.918490678175	542.879773803263	821.322371295192	531.94851569306	330.349917566773	446.369577561485	363.821870980959	433.063077551897	548.55334153188
ENSMUSG00000028488	2503.55457664713	2308.81082673766	2875.41210302821	2961.05633088664	2596.28024654091	2246.27351217558	2047.09957280421	2195.19738529456	2413.34644778599	2184.04914800733
ENSMUSG00000028492	6	6	7	8	2	1	0	7	7	1
ENSMUSG00000028494	377.012854135623	518.157218672649	404.007454504938	400.008520550702	327.030129429056	412.010675960039	274	482.023240496319	375.075472522509	262
ENSMUSG00000028495	36735.6990600048	37148.3487505849	41930.1439921309	47071.378036403	41553.4331694057	36481.1792331774	38798.5740137171	43948.55936507	39953.370934004	39465.724034662
ENSMUSG00000028496	346.021470665811	406.849854740114	307.000472596002	349	381	315.016056068381	326.049775226151	342	231.583567266431	274.131481671444
ENSMUSG00000028497	88.294217628967	57.2502557430371	74.3363566639379	66.346415696514	66.3343566143514	52.9023154085589	84.2173486706501	56.3165099444405	55.0166290229544	49.519611334168
ENSMUSG00000028514	3243	4006	3674	4574	4144	4648	4016	4699	3822	3667
ENSMUSG00000028517	319	479	361	258	293	473	262	452	275	158
ENSMUSG00000028518	711	772	566	695	861	915	804	768	647	533
ENSMUSG00000028519	588	395	497	651	656	335	566	443.779226129736	447	529
ENSMUSG00000028520	1	1	0	0	0	0	1	2	1	0
ENSMUSG00000028521	458.350263327849	514.504268801254	325.486586246318	430.072151567214	516.519496212154	451.103120889278	470.412688651174	491.984087848227	382.307783707926	361.256130329298
ENSMUSG00000028522	1709.05986951762	1967.33974962004	1208.13186287463	1483.70228548973	2230.03934262422	2287.33191301256	2266.8900435594	2378.35665037632	1474.87312863897	1437.64778926797
ENSMUSG00000028523	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028524	115.761871857179	140.68872151137	74.8453884516428	71.070903309575	121.805547535463	118.151603350719	168.24428535346	145.236643856938	113.351139186759	97.9833392415861
ENSMUSG00000028525	2	7	11	6	2	6	0	3	14	1
ENSMUSG00000028527	3463	5942	3647	3712	3467	5589	2992	5895	2907	2427
ENSMUSG00000028528	1742	1568	1709	2034	1747	1552	1444	1454	1252	1179
ENSMUSG00000028530	1272	1592	1283	1273	1572	1653	1478	1797	1211	1067
ENSMUSG00000028532	570.651778897687	670.056715777	603.126957953951	661.978017783446	644.711630332621	702.310571703049	596.921323234339	771.236912747128	636.599841773727	587.717111092018
ENSMUSG00000028533	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028536	23	8	11	15	8	2	11	0	21	15
ENSMUSG00000028538	285	249	385	390	245	192	218	202	291	271
ENSMUSG00000028539	8	8	12	8	14	2	1	5	2	9
ENSMUSG00000028540	695	738	783	924	772	758	746	829	810	926
ENSMUSG00000028541	282.923845437356	209.918995215772	304.606550642607	276.665400439873	346.106221922154	218.725339713832	309.003770985198	252.959771214049	393.599750707599	380.895597651814
ENSMUSG00000028542	266.375807286917	145.637239441923	249.762096132582	313.695860148816	285.26553836757	163.949802577851	249.997457470675	229.250850377114	211.554585902637	246.13879633343
ENSMUSG00000028544	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000028545	24	14	39	26	35	13	32	33	12	30
ENSMUSG00000028546	79	60	62	80	69	51	82	73	69	71
ENSMUSG00000028549	507.846402947138	416.709758113732	265.365832298121	334.418107142276	591.292952729907	393.780808241015	528.342247208669	522.328923596246	326.723450932068	317.949541410847
ENSMUSG00000028550	385.975145500651	403.425394075368	361.593585470113	397.66933730021	429.378062286597	456.908741732099	399.254297295238	485.317834415915	335.12750981779	345.332774996248
ENSMUSG00000028551	57	64	41	38	93	87	89	137	46	44
ENSMUSG00000028552	1286	1415	911	1065	1348	1363	1263	1357	957	849
ENSMUSG00000028553	1	1	2	0	0	0	1	0	3	2
ENSMUSG00000028555	22.4686110953878	34.0009592629974	29	17.516955825994	22.9303101134446	9.7846246072469	6.3298988715107	20	17.8409731540826	10
ENSMUSG00000028556	906.844513958731	1309.22752681435	989.306220851736	1464.71442248688	1680.45438350743	1328.25045648094	1529.5733579822	1619.65884141469	1499.23744136836	1034.95357015912
ENSMUSG00000028557	854.935265551554	890	511	510.941614635976	860	985	888	1055	550	535
ENSMUSG00000028558	111	87	135	97	112	51	48	47	120	59
ENSMUSG00000028559	1434.77046214563	1490.30294624018	1274.09802641451	1446.80852020529	1386.2830059036	1408.15854416247	1159.43974400831	1431.83691063663	1126.23484716785	1081.92763803118
ENSMUSG00000028560	5075.80717341772	5295.7753691249	3680.80086028503	4734	5991.55385805265	6100.58264799065	6244.7944133626	7028.37182337898	4733	4696
ENSMUSG00000028563	314.786056707968	378.796144539484	289.23520313603	324.79406215972	361.474433819128	363.952103084804	347.945987280873	436.779988079073	256.078492123649	208.767767278123
ENSMUSG00000028565	101.797740336119	92.2747347613699	64.4234872795406	68.5870527437773	79.2548894744964	75.3879553678836	69.2547587195497	64.052484951799	40.4342523573371	48.7298295061769
ENSMUSG00000028567	906	982	1022	1071	973	921	974	1137	1253	1186
ENSMUSG00000028568	2518	2501	1745.34180434809	2132.32451474237	2811	2870	2720	3309	1799.29052217289	1690.48152701968
ENSMUSG00000028571	18.2435721190322	26.0140867850958	18	13.1960073904531	36.3356688744326	27.7696033294483	24.0394456539338	29	13.0151146749864	5
ENSMUSG00000028572	2231.93006010115	1892.96137536306	1531	1805.9596276761	2580.92711272026	1939	2192.95941206985	1842.97449359914	1632.90744390275	1547.91751620837
ENSMUSG00000028573	36	38	82	77	37	34	27	36	33	46
ENSMUSG00000028575	3	4	2	2	1	5	0	2	0	3
ENSMUSG00000028576	827	962	673	790	882	968	939	1137	750	654
ENSMUSG00000028577	5212	6085.90210141323	4469	5344	6081.89599318793	6991.90516558166	6031	7800	4560	4676
ENSMUSG00000028578	493	491	347.805877737026	408	566.873553717598	541	566.818612948146	635.831917046131	326	364
ENSMUSG00000028580	4811	4976	5235	5975	5610	5247	4737	5283	5160	5152
ENSMUSG00000028581	6257	4032	4317	4918	6178	3956	5540	4604	3825	4004
ENSMUSG00000028582	2093.75786518082	2067.90549488047	2217.96512957021	2273.54658447548	2124.4435636944	1902.16443952267	1820.41895240564	2174.92388848333	2179.15904776638	2103.73832429703
ENSMUSG00000028583	80	227	68	97	81	228	119	246	100	79
ENSMUSG00000028584	2	0	1	0	2	3	2	2	1	0
ENSMUSG00000028587	2164.32146338841	2508.86502685237	2240.36234971521	2394.38526051529	2767.38500407595	2905.19324101842	2847.31937911184	3402.27920921744	2602.55201567348	2536.59138418563
ENSMUSG00000028589	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000028590	20	20	22	23	14	15	23	18	12	12
ENSMUSG00000028591	1893	2083	1642	1887	2099	2368	2067	2639	1570	1464
ENSMUSG00000028593	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000028597	138	193	100	136	196	173	166	224	140	144
ENSMUSG00000028599	463.059983178914	644.090285554585	649.789268720682	484.172384330658	487.977368169819	753.904688366202	429.897998303441	717.396884287846	531.06590518289	397.007019875903
ENSMUSG00000028600	30.0480764614974	23.7589732661028	12.1784663290408	22.6121835536044	24.7945059840719	24.054350693701	15.6187039617409	24.0261881260242	8.08633651280034	13.296531395167
ENSMUSG00000028601	1163.21371575465	1384	1600	1398.42533999759	1207	1357.4813549236	1201.53524139995	1486.34758115356	1543	1425.31996633402
ENSMUSG00000028602	52	108	144	118	52	108	35	127	75	71
ENSMUSG00000028603	1905	1956	1749.2756336333	1782	2153	2115	2036	2334	1863	1844.7358035815
ENSMUSG00000028607	284	311	357	309	288	277	267	324	355	281
ENSMUSG00000028608	900	905	929	1110	953	882	956	1049	879	924
ENSMUSG00000028609	2462	2476	2155	2665	3127	2739	2853	3311	2615	2504
ENSMUSG00000028610	40	44	27	37	33	34	37	40	34	25
ENSMUSG00000028612	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000028613	530.640070618424	513.503545665326	515.260448390122	572.057765530833	732.445030067605	578.879643215568	733.526533746922	618.707998044294	692.424248779295	686.456725194851
ENSMUSG00000028614	2900	2745	2329	2966	3333	3067	3143	3238	2578	2651
ENSMUSG00000028617	875	1020	970	954	1052	1016	1088	1296	1051	940
ENSMUSG00000028618	2496	2438	1970	2087.9860641571	2606.93741350877	2458	2300.91844949604	2659.98184723052	2016.98661442358	1825.98088142149
ENSMUSG00000028619	144	124	117	145.538058961884	164.062586491232	136.243130434064	144.081550503963	159.458475091411	145.01338557642	146.019118578509
ENSMUSG00000028621	193.263746397912	156.546487062805	217.813049873984	191.09981716897	183.309961187986	113.215024237183	137.933393891752	117.531865222772	156.728851486399	168.119276099594
ENSMUSG00000028622	2017	2005	2320	2474	2242	2049	2115	2404	2190	2327
ENSMUSG00000028626	32	95	75	53	21	62	15	64	38	26
ENSMUSG00000028629	567	591	507	520	613	582	651	673	544	465
ENSMUSG00000028630	147.400004714293	151.411320550213	313.267144703534	342.374800428376	172.700684064431	168.433468964377	165.897130528074	180.189555648192	314.488508258851	382.517978321606
ENSMUSG00000028631	2	1	3	1	1	1	3	7	1	2
ENSMUSG00000028633	4687	5080	4646	5550	5730.99792068528	5995	5690	6936	5114	5258
ENSMUSG00000028634	9.00013585856784	12.2356100596069	4	5	9	5	2.00004122577483	4.00083373395039	4.00217545037212	2
ENSMUSG00000028635	1	0	1	1	0	0	0	1	0	1
ENSMUSG00000028636	571	670	615	704	583	606	524	732	569	586
ENSMUSG00000028637	181.750623377352	142.939472731015	108.663545908427	164.361298269394	186.477032593787	172.313035990507	158.150578311512	178.069337831967	120.590449140372	127.085419633434
ENSMUSG00000028639	22724.5211883861	22595.7178740463	23429.0209485843	26641.7900451804	26108.296045311	23628.8058238933	24240.0904622408	26808.6125375622	26051.8860482396	27281.0652401186
ENSMUSG00000028640	1990	2047	2536	2573	2313	1986	2128	2386	2609	2491
ENSMUSG00000028641	1078	1143	1376	1228	1096	1106	1025	1411	1277	1226
ENSMUSG00000028642	3.12382425653555	2	2	1	4.20889451524863	3	0	1.03804289840036	0	1
ENSMUSG00000028643	253	276	288	288	327	258	281	330	321	297
ENSMUSG00000028644	3.95164423093239	7.74316157040953	4.29595238612044	5.16677150504684	8.43551425316817	12.7815352843281	10.4113753731739	14.1620569160893	4.4799151769241	8.81203921765839
ENSMUSG00000028645	9531.81772709037	8480.25892856321	12611.7977696166	12329.9788695677	10618.6407943441	8873.82624237557	9731.79060810376	10133.9388923414	10430.9816137021	9967.97098934082
ENSMUSG00000028646	1622	1732.9375690232	1324.90081330751	1523	1905.9290501398	1912.92839124537	1835.95232441553	2159	1555	1449.92698125689
ENSMUSG00000028647	522.989469822887	683	422.996745927199	469.95671637306	696.971210157536	667.970757270385	604.95789107496	727.90965128901	461.978969279374	401
ENSMUSG00000028648	632.16568323982	650.246929759999	740.942771600729	796.481920448526	753.813754786052	613.097098271566	572.142699504185	811.921899068091	628.843599307822	665.768462960909
ENSMUSG00000028649	7588.09347821898	9013.90283942924	11887.0153155673	13081.8902944284	8762.08153626047	9242.02892475588	7028.04149623744	7937.17811462963	8862.04907301281	8305.02264933703
ENSMUSG00000028651	1099.97254363222	1132.98900399676	1117.99053873312	1250.99367582411	1158.97321244588	1105.87346718349	1176.95818115002	1354.90004628804	1180	1186.98666887876
ENSMUSG00000028653	717	749	597	679	842	723	804	844	732	661
ENSMUSG00000028654	385	406	443	446	338	435	368	446	469	497
ENSMUSG00000028655	86	82	58	80	88	72	71	90	50	61
ENSMUSG00000028656	5150.9151147658	5744.9434356781	5028.97542646366	5619.98674072308	5839.75369566894	5923.87703085238	5559.92516923334	7056.893695789	5420.96576704242	5142.98022557449
ENSMUSG00000028657	1221.51886776191	1164.40893864448	1083.1902609932	1189.01325927692	1316.62460510737	1205.38766459726	1123.07483076666	1352.89593463417	1035.08484426362	976.019774425512
ENSMUSG00000028661	4	2	6	1	5	1	3	2	5	8
ENSMUSG00000028664	354.632478350052	290.824058307966	542.613575858152	533.988047784098	385.389006330293	309.175802812972	416.875962059388	334.365337149523	466.711487491647	455.90653890143
ENSMUSG00000028668	1285	1456	1447	1550	1542	1586	1405	1811	1367	1367
ENSMUSG00000028669	905	1066	1168	1242	961	1084	1001	1325	1225	1294
ENSMUSG00000028670	1354	1141	1605	1811	1226	1089	1031	1210	1374	1344
ENSMUSG00000028671	317	306	398	412	339	275	310	384	395	422
ENSMUSG00000028672	549	598.952277934154	619.511432828408	660	646	549.65429806829	586	673	637	632.768578519645
ENSMUSG00000028673	1033.31103651829	1069.50702513622	1214	1116.48869715901	1101.51577613894	1009.64415582608	947.167321561252	1168.77778423934	1139.28112986846	1049.25270301599
ENSMUSG00000028675	1936	1479	1609	1992	2026	1506	1886	1808	1446	1391
ENSMUSG00000028676	9100	8985	5627	6761.06175046951	10319	10671	10418	11353.3943293993	7168.24316872381	7127
ENSMUSG00000028677	3320	3149	1956.33866009237	1904.29905034746	3613	3157	3064	3765.9313792691	1356.90549883234	1459.8080568367
ENSMUSG00000028678	1956.96020359624	1994.99115501474	3706.88256289423	3966.9710797069	2231.29666099735	2117.96315223676	2099.06729041097	2669.08392144457	2610.08521263733	2766.91531276185
ENSMUSG00000028680	382.976490975749	353	373	378	344	362	320.978220568754	442	361	344
ENSMUSG00000028681	310	310	414	430	368	348	381	378	416	516
ENSMUSG00000028683	1395	1594	1343	1612	1576	1570	1477	1911	1248	1367
ENSMUSG00000028684	1024.62657381124	1016.83193201652	1320.52133395799	1473.97405863859	1180.28221565562	970.743722914561	1108.76416543775	1234.60804037685	1434.18952535371	1369.02417718559
ENSMUSG00000028687	428	402	465	499	520	371	366	424	460	513
ENSMUSG00000028688	1150.56671983467	1149.57247536462	1068.83112201484	1252.2156646716	1277.34039621264	1344.34580870829	1221.19350284595	1640.7632100633	1138.65412368206	1162.06438624842
ENSMUSG00000028689	209.407722403419	191	163.366923388602	198.551290094364	209.02645859034	173.523221365554	187.863714271539	196.196212588235	152.321583822219	182.68054073709
ENSMUSG00000028690	829.645011454991	640.367988938918	791.811799655724	943.751968955761	887.271928906307	686.333577785747	887.211628113694	867.48400318484	823.117226857836	897.050148671254
ENSMUSG00000028691	28244.5199425796	28683.9086509583	23256.6024111153	29707.045284972	30328.5850622398	29038.6940421168	27551.6570059673	34240.5945012039	26651.6698810786	26773.638018296
ENSMUSG00000028692	4921.87933423399	4988.04954094467	5427.1233916203	6057.83514708151	5308.88421062416	4632.91555408842	4648.21953162308	5768.10686414205	5683.31064108758	5755.33226412017
ENSMUSG00000028693	22695.298905193	24049.7237926887	20410.9639672122	23631.0502001123	27918.4968299119	27098.8402275789	27655.9936465736	31003.5775082847	23743.9145722844	23949.2311676899
ENSMUSG00000028696	412	350	359	336	427	373	409	430	362	268
ENSMUSG00000028698	229	319	144.518232926575	143.409853644813	239	306	197	298	161	161
ENSMUSG00000028699	16	72	32	31	19	72	15	50	24	6
ENSMUSG00000028700	1212.75125805537	1480.12938648062	1416.17327767081	1486.5962930092	1328.59907347326	1473.88165949681	1196.23914769615	1676.94817988462	1358.60475794798	1266.12764064415
ENSMUSG00000028701	87.2487419446328	140.666644740109	75.8267223291876	95.7810354105632	155.781917125248	154.767825243916	142.848090525916	151.22480052426	82.6813347945764	72.0761609441217
ENSMUSG00000028702	1996.96919053369	2093.60230696612	1906.05903087379	2181.33731823016	2409.3817060254	2270.28505504237	2220.16754652063	2495.03620244753	2003.15631697729	2006.25614695395
ENSMUSG00000028703	523.422838865379	637.942658906732	766.924073083126	725.795339293798	616.373228048973	599.14693948664	547.38224242309	658.191896609021	623.27248090825	634.45601905159
ENSMUSG00000028706	485.048671374825	493.87323274349	478.000583134734	579.443938708983	581.17817906194	526.067558130739	503.880670336961	502.250083529449	485.062778425057	534.019763124192
ENSMUSG00000028707	28.1022777084572	47.5288283069907	56.0414697969266	61.0561848203254	47.045765489541	53.8930165773436	45.9507678637909	61.7556472175979	43.836035816556	43.7946654242463
ENSMUSG00000028708	831	804	899	851	831	777	684	822	817	770
ENSMUSG00000028709	420.457093518955	416.287769992412	379.485795130454	444.484480519695	414.052314725395	415.662585008098	332.068952333982	458.723186534024	297.085334806843	307.262851403651
ENSMUSG00000028710	1100.45254367802	1198.0389993233	926.739496792439	1236.96880901746	1197.1333394402	1263.40361302218	1041.26159776105	1514.38068154574	1024.67939227556	1034.73813851125
ENSMUSG00000028712	1.10710941743603	0	0	2.25904857880562	0	2.28535486613994	1.14082009790454	1	1.1356388098258	0
ENSMUSG00000028713	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028715	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000028716	6	2	3	2	4	8	4	0	1	4
ENSMUSG00000028717	60	37	48	47	84	39	72	54	33	51
ENSMUSG00000028718	832	739	801.711363474899	985	843.263997751654	872	791	814	723	686
ENSMUSG00000028719	2376.69204654353	2148.81268319778	1270.63597202148	1607.59775913202	2603.52895757082	2441.96604121422	2536.12554619037	2709.55490083512	1619.99834320715	1564.61245590567
ENSMUSG00000028729	4918.05799512142	5361.25176908655	5292.23683084036	6303.23808361916	5918.62000470725	5576.53283087496	5885.89116701247	6794.94840054604	5398.00183318418	5560.97336682474
ENSMUSG00000028730	5	3	9	4	5	1	0	5	4	7
ENSMUSG00000028736	3	1	4	6	2	1	7	3	0	4
ENSMUSG00000028737	1524.36364797864	1321.39533956009	1714.50347818463	1746	1554.91435651396	1243.6403103032	1349	1422.46696772823	1422.01051321124	1486.55796001427
ENSMUSG00000028738	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000028741	2427.5640770188	2668.77240777176	2721.72405346915	3096.21705407071	2854.50705508108	2851.15787131782	2649.45693449696	3338.6189768733	2660.36579592252	2895.37165741381
ENSMUSG00000028743	456	431	576	500	385	343	371	427	495	519
ENSMUSG00000028744	334	379	364	341	286	336	235	359	263	251
ENSMUSG00000028745	6001	6224	6106	7034	6543	6204	5830	7129	5598	5673
ENSMUSG00000028747	9	2	5	0	7	6	5	7	2	1
ENSMUSG00000028749	1	4	3	1	0	1	4	7	2	1
ENSMUSG00000028750	20	16	24	28	21	13.8337933055482	16	17	27	12
ENSMUSG00000028751	1	1	1	0	1	1	0	1	2	3
ENSMUSG00000028753	0	4.0046828269276	2.00622487469948	0	5.01049987387684	3.10005598261363	2.00257382634329	8.029105468593	2.00437302662208	2.00262764159294
ENSMUSG00000028755	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000028756	294	345	351	327	262	272	255	309	303	268
ENSMUSG00000028757	4146	4222	4578	4995	4631	4276	4079	5255	4555	4483
ENSMUSG00000028758	17.014055455133	13.3833452882425	14.0044064838283	14.0418175502545	3.01218848267664	10.3492266010547	16.0154849888076	12.1087767522121	14.7902800513104	15.0298842903474
ENSMUSG00000028759	1239.83536703807	1295.44611414027	1485.43058235532	1510.53631011564	1300.76641041725	1267.5325838312	1269.56569913536	1417.28702296844	1265.96675916388	1295.71028323787
