ESC_high_1	ESC_low_1	ESC_high_2	ESC_low_2	ESC_high_3	ESC_low_3	ESC_high_4	ESC_low_4
ENSMUSG00000004040	3546.88073824776	504.959396292397	3269.21906172216	3261.98300967172	4208.2757178363	3950.80540681155	4146.16333065386	4124.65685352506
ENSMUSG00000004043	251.537270666992	38.183412904653	222.211918281161	249.676883629561	225.323064129062	304.861511639277	725.515382958918	776.601161848009
ENSMUSG00000004044	1522	134	1484	814	1531	770	1481	1845
ENSMUSG00000004054	829	142	712	699	935	857	710	718
ENSMUSG00000004056	2523.75383056359	402.08042050164	2100.4947287186	2175.5998220636	3230.84967328062	2662.89119432716	2063.83800235192	1932.34264605344
ENSMUSG00000004069	2260.18140629749	297.509141748606	2172.80535827313	2035.39731911422	2281.32166177205	2207.96687307028	2276.82791173357	2528.0878830364
ENSMUSG00000004070	835.563926463097	148.678342160587	885.14904215343	780.177278816807	938.985036772337	775.035971731071	995.694073098416	895.562776042431
ENSMUSG00000004071	1435.50968623595	241.957130104482	1337.47833155221	1266.36796359476	1499.92986369712	1316.47745350742	1798.23142751916	1732.25359816686
ENSMUSG00000004085	882.449142853893	176.299155721092	799.251017244927	948.097864328762	637.950230986847	1117.52571104449	896.699729598084	775.02128134479
ENSMUSG00000004096	1658.46388706007	131.968427906113	1406.31253313137	1346.47303346267	1848.95297829761	1405.61992456654	1115.08894237905	1390.63222043873
ENSMUSG00000004098	177	7	146	145	190	170	308	272
ENSMUSG00000004099	12463.9310644161	1758.06183621834	11750.135107662	10921.2308523301	13257.0479713072	12912.9505195317	12578.2255117813	9786.92534478716
ENSMUSG00000004100	5783.92065469874	848.208700566332	5082.65856908771	4815.49034892254	6929.24685625581	6055.33635995825	4640.115708881	4634.75840426956
ENSMUSG00000004105	27	6	14	18	28	9	33	40
ENSMUSG00000004110	6.7205139491567	0	10.5045663146057	19.9301260113102	9.67385659709408	5.3320947185037	20.6189570242966	10.3130515791777
ENSMUSG00000004113	85.7907077055883	16.0062134265358	72.1855983983651	92.0298998330653	74.022988606481	106.013536916337	184.993224201476	180.940043402484
ENSMUSG00000004127	644.316060389068	104.983395127958	584.426341624543	582.7370002656	716.093303353187	547.908909837293	527.79897919242	545.962247423109
ENSMUSG00000004151	429.997332708356	68.0639972005439	375.116059472865	379.297557613925	652.953423297133	677.166250228181	174.559640650673	142.126408572297
ENSMUSG00000004187	155.93499634756	22.1531643414257	132.48519249748	170.6641233806	173.29231105252	94.8611253184618	298.617159377444	432.660961956158
ENSMUSG00000004207	6114	1160	5862	6172	7350	9723	9238	8504
ENSMUSG00000004221	1094.31860767636	203.32360117628	1055.60743962874	1315.07508160956	983.940753160394	1447.44288530506	1183.68274758883	1017.28350235948
ENSMUSG00000004231	8	4	7	16	2	8	6	3
ENSMUSG00000004233	192.649486133621	33.7066798167898	209.669288245173	231.080658105257	196.194554913952	231.461960606667	169.563154954885	129.60864529716
ENSMUSG00000004263	2511.04713082431	382.120947092612	2364.00008349119	2435.73988494029	2505.08231993783	2278.9705774947	1675.43819262076	1616.39440454931
ENSMUSG00000004264	18582.1296377788	3041.97164073722	17625.9899230524	16079.9334908521	23073.5115442378	18557.268632627	14975.6298886197	16076.4262868973
ENSMUSG00000004266	1499.74406770422	231	1424.95020872872	1409.86811722261	1429	1186	1345.73602922063	1337.62167788598
ENSMUSG00000004267	307.667641345552	52.9999999801263	328.612184169561	265.994902726713	187.035268662616	199.14512960852	702.436739677055	792.732378380646
ENSMUSG00000004268	5742.90953566049	1022.25706543352	5524.34316446053	5175.39767649421	8008.36390764521	5904.26881594738	4569.51058955252	4783.59248679771
ENSMUSG00000004270	3044.4750962894	478.402663351897	2688.54662810776	2747.33709005861	2555.24135123314	2366.21285927986	4072.90985398852	3895.20297031853
ENSMUSG00000004285	1975	374	2018	2059	2336	2465	2767	2716
ENSMUSG00000004296	0	0	0	0	0	0	0	0
ENSMUSG00000004317	591	109	512	659	479	757	814	574
ENSMUSG00000004319	3365.91573078147	594.200411644297	3310.14348670324	3314.13428556267	2679.44125151898	2873.67292763892	4752.75132018488	3754.94864002075
ENSMUSG00000004328	213	37	232	202	192	105	436	474
ENSMUSG00000004341	24	2	19	14	28	27	22	17
ENSMUSG00000004344	0	0	0	0	0	0	0	0
ENSMUSG00000004347	2.56843032934512	0	3.38824328687632	0	2	1.72117570022936	9	6.28439916719715
ENSMUSG00000004356	7438.9712002202	1195.97729747876	6692.60094316527	7371.94691737689	6703.58289282119	6514.20534295824	4198.74587327279	3944.48016542551
ENSMUSG00000004359	85.9846315688133	24.6644655287324	73.4258402080179	73.3546832137156	232.732132015947	167.580831816412	71.7490065831018	48.581153977526
ENSMUSG00000004360	52.6275745691136	7.16513427381178	50.2519430934664	39.8055831335484	38.5989717289185	36.0452704116463	53.890451790859	49.3866243578274
ENSMUSG00000004364	3664	698	3661	3672	3400	3382	2995	3138
ENSMUSG00000004366	0	0	0	0	0	0	0	0
ENSMUSG00000004371	20.2725000094701	0	8.93148246748069	20.7793631530908	14.2762511703691	3.44943951717878	17.8235025730632	24.5324889453549
ENSMUSG00000004383	283.924638477435	40.0028517797145	310.450364036415	280.047007055157	272.241735681921	580.012769484124	722.910506917704	475.009028101783
ENSMUSG00000004393	3961	627	3795	3457	4643	4103	2806	2565
ENSMUSG00000004394	605	91	600	522	605	601	822	708
ENSMUSG00000004415	30.7632602152403	3	22.5896514370608	29.3707818833486	35.0703131470398	51.2291891283204	117.131419159117	97.3428795956073
ENSMUSG00000004446	3518	502	3293	3032	4419	3176	2835	3142
ENSMUSG00000004451	1658.21005588079	298	1552.01080129455	1555.17838273337	1318.08795992085	1501.0066068281	1903.54263324392	1793.38655217299
ENSMUSG00000004455	8445.66660075991	1215.99006191102	8291.13919596776	7862.33466198239	9332.2116963353	8654.27181825037	7974.80416847109	7885.87933271789
ENSMUSG00000004460	2899.78016734132	512	2772	2537	2975	2937	1668	1744
ENSMUSG00000004462	212.836272656219	34.3153681264507	191.736753955578	284.461847791452	217.604907459015	332.74099727153	233.028098452625	272.69078428005
ENSMUSG00000004473	27	1	20	19	26	20	74	62
ENSMUSG00000004500	170	30.7283422264369	120	152	129	127	57.1142913442575	102
ENSMUSG00000004508	9	2.84557692061008	2.91210119424811	13	21	13.133345308311	50.9220263222033	18.9660724861913
ENSMUSG00000004530	6871.04863502913	1057.71940133366	6190.88708241431	5828.89691964487	7837.57584593333	6901.63591133176	4531.80449457991	4178.71663739799
ENSMUSG00000004535	5279.07611683541	899.162500250932	5105.56335320593	5008.04560355711	4938.26641652287	5186.75528051871	3414.55422841474	3684.92438836079
ENSMUSG00000004540	0	0	0	0	0	9	0	0
ENSMUSG00000004542	4.06414005803416	0	2.03626767334646	6.14790073563403	4.07098224368494	6.14182121586756	4.0478363396055	6.10307183464857
ENSMUSG00000004552	0	0	0	1	0	0	0	0
ENSMUSG00000004558	658.767385065703	81.4277687224314	786.982589794497	550.702398138363	498.296204036689	323.299492773485	1159.07724515356	1330.23583392154
ENSMUSG00000004561	1073.65581968726	157.677409583092	1015.98178488329	924.987718231955	1052.47150807969	919.466950983911	798.636600078282	839.572763552572
ENSMUSG00000004562	229.689373970735	232.218344883957	291.271793616941	306.470455090636	204.142410271146	323.645824498983	403.051156261226	447.00050959164
ENSMUSG00000004565	963.328199956112	130.511227251358	1068.96159207397	1012.99032763299	1254.11914236673	1258.17978789898	1266.59359812437	1137.42877734104
ENSMUSG00000004567	1615.14085150573	313.775220799418	1509.98821372333	1701.31141154712	1454.34699704228	2171.73145250938	2281.75501097096	2106.91638790006
ENSMUSG00000004568	2530	410	2475	2211	2733	2871	3133	2568
ENSMUSG00000004591	2770.98786542825	478	2820.95281844125	2731.19182056797	2358.9550977322	2324	2429.91547196972	2447.97394437484
ENSMUSG00000004609	0	0	0	5.95644884020635	0	0	0	0
ENSMUSG00000004610	1870.65793242532	169.751083786999	1792.70139362786	1718.25490243814	2162.98627964106	1932.84062519218	2411.78686222853	2261.51551948908
ENSMUSG00000004612	0	0	0	0	0	0	0	0
ENSMUSG00000004613	0	0	0	0	1	0	1.07385216093614	0
ENSMUSG00000004626	2950.14111359039	510.753288706718	2917.2668551146	2903.83451227765	3071.6127854542	3249.19470515755	4252.12562981935	3996.44531159216
ENSMUSG00000004630	4.60944794224033	3.045196444053	12.5315416593958	9.16028278211829	7.82409649678719	12.7917357055036	8.97544999358574	21.3324154547807
ENSMUSG00000004631	118	29	145	131	140	259	299	347
ENSMUSG00000004633	32.1717802399646	9.85873261272116	40.8363020374628	50	32.438522724269	69	52	23.2494964565776
ENSMUSG00000004637	513.194195880415	80.1679577708484	507.73635547573	508.239373634568	556.38062106125	525.181817969587	698.115298605624	849.014103242341
ENSMUSG00000004642	6374.7235110313	1164.44467542996	6458.40933825448	5888.36658635593	6340.97833497421	5643.74733105152	5946.16219289535	5777.61762992761
ENSMUSG00000004651	15.1262152984344	0	9.46209836107053	5.72246756453834	9.09413276282866	0	11.227949397997	3.56504349589957
ENSMUSG00000004654	0	0	0	0	0	0	0	0
ENSMUSG00000004655	0	0	0	2	1	6	2	3
ENSMUSG00000004661	1616	251	1704.00088914544	1664.53937365284	1869.08358545979	1936.19042355853	1856.4905061109	1859
ENSMUSG00000004665	188	31	207	104	617	260	407	421
ENSMUSG00000004667	5213	852	5137	4637	7572	5583	4868	5152
ENSMUSG00000004668	4	2	6	2	7	17	8	3
ENSMUSG00000004677	2569.71964226934	372.218381147128	2508.79247387301	2385.30471196322	2330.34935825068	2352.56517089286	4199.41460384081	3588.31866330953
ENSMUSG00000004698	6.08431576675368	0	1.08150817147002	2.77630911634011	1.1574932413519	17.1138726525643	7.23791543343855	1.54948446885025
ENSMUSG00000004707	3	0	1	0	2	0	0	0
ENSMUSG00000004709	11	4	10	19	14	0	0	1
ENSMUSG00000004730	0	0	0	0	0	0	0	0
ENSMUSG00000004748	544	87	474	429	485	373	354	375
ENSMUSG00000004768	1403	253	1365	1336	1179	1260	1129	1168
ENSMUSG00000004771	1004	198	1042	1174	1084	1174	1515	1443
ENSMUSG00000004788	1835	277	1747	1486	2248	1818	1240	1094
ENSMUSG00000004789	3544.6416071122	255.443713582058	3078.53715614662	3195.8442089217	3204.63606370802	3163.45130787958	3624.54493038324	3491.18408954223
ENSMUSG00000004791	3.91729578651685	3	6	1.28880972173184	7	3.93636573033708	7.7725640448758	5.97624819891634
ENSMUSG00000004798	68	20	62	117	62	138	264	170
ENSMUSG00000004814	7	0	9	3	6	5	2	5
ENSMUSG00000004815	516.951971982381	96	597.512914514894	552.845530874388	451.824216658399	574.271484776951	743.663741298246	786.702205739589
ENSMUSG00000004821	0	0	0	0	0	0	0	0
ENSMUSG00000004837	1.01129530778849	0	2.48400246488033	4.32447540173152	0	10.7012738707298	5.17834324473701	0
ENSMUSG00000004842	0	0	0	4.63649112580182	1.08504137749015	2.30039943487588	1.12874353924474	0
ENSMUSG00000004843	852.377960630379	177	732.38792431624	789.129191592235	807.485863146347	834	961.155761557704	1013.01828771594
ENSMUSG00000004846	1694.13041720474	290.178844798781	1666.38199819188	1530.00129068455	1873.53112231428	1522.34810727759	1637.87732061025	1709.48984798997
ENSMUSG00000004849	1516	248	1382	1415	1785	1907	1482	1553
ENSMUSG00000004864	273	48	260	288	267	238	761	854
ENSMUSG00000004865	5599.92422808826	914.582542027017	5239.00720745669	4739.45144144386	5260.21446888611	4527.53565091515	4149.88429461051	4039.99564621798
ENSMUSG00000004872	10.3900134161114	3.01035232453835	13.0876691591984	5.03860369758283	7.05403975194607	6.10041020982111	8.10397032173089	2.11194066768197
ENSMUSG00000004880	7259.47503750756	1174.1643836307	6840.03836033544	6898.50743888845	5829.99495329456	5033.20663065301	5511.59359635661	6165.28854920748
ENSMUSG00000004885	147	26	185	112	144	148	304	188
ENSMUSG00000004891	1020	180	949	878	956	1005	1181	1080
ENSMUSG00000004892	35	4	33	26.0245110194693	31	46.0033936763418	134.031141215515	124.092956449604
ENSMUSG00000004894	2	0	1	0	1	0	0	0
ENSMUSG00000004895	2246	315	2029	1721	2440	1815	1842	1744
ENSMUSG00000004896	644.399018010398	96.8327208817268	712.122993411581	665.449562142368	687.810618017753	684.084394209245	751.464198238634	789.997065758875
ENSMUSG00000004897	21858	3648	20356	18362	22987	20515	17175	20045
ENSMUSG00000004902	21	4	29	23	19	36	11	20
ENSMUSG00000004929	4646	634	4306	3668	5987	3910	3501	3764
ENSMUSG00000004931	743.682031960969	107.980571143512	662.003311035179	613.619955558176	861.858999243594	560.64844606645	734.188819332022	808.130820737256
ENSMUSG00000004933	15	4	19	28	21	19	59	105
ENSMUSG00000004934	1296.32589451164	189	1205.12916297657	1103.26481521248	1490.6942055474	1278.63691046915	1734.62972643483	1807.09991837929
ENSMUSG00000004936	3391.16463198308	518.551347534688	3285	3096	3648	3070.3977933343	3189.92529187089	3333
ENSMUSG00000004937	1108.59133167047	184.429450244212	922.344556358998	899.922341761039	1379.26820909792	966.632972390985	826.494097591719	559.382122031377
ENSMUSG00000004939	18.5171896504481	2.06489663954245	11.7270139076008	20.8994938911176	6.88017455503515	8.7454244289307	13.5602529749339	16.7237972210043
ENSMUSG00000004945	1033	192	1007	931	1299	1075	1040	1162
ENSMUSG00000004947	718.942386516205	108	597.694024711494	623	881.426330375779	668	462	526
ENSMUSG00000004948	251	40	223	203	296	335	78	58
ENSMUSG00000004951	7229.22270497123	1269.19125604732	6073.95301347165	7407.933066574	8718.64473518547	11501.832721484	5264.25826725733	5394.05714728654
ENSMUSG00000004952	298.221201359787	50	307.496937445059	246.829494087448	273.636311583236	239	466.322338767123	419.150666473536
ENSMUSG00000004961	32	7	48.4031752497841	35	35.799628644786	34.8009364237375	43	37.565724066597
ENSMUSG00000004980	17225.023631816	1830.84263938778	16980.2155076982	14958.3045944938	19412.3654263052	17909.2602681886	11543.7574829523	13770.7110119337
ENSMUSG00000004988	22.7911287718821	2.85390560702959	52.1528162998246	33.4445812418606	8.04126225148474	0.378208901012992	28.5939538303318	35.0946740808601
ENSMUSG00000004994	434	57	431	450	463	524	658	646
ENSMUSG00000004996	1838.73270592912	303.4123321418	1751.54508300812	1584.46809113525	2509.20668165096	1993.65944719292	1941.12687897632	2376.13107070144
ENSMUSG00000005034	915.812054769964	144.160274353288	886.931673433756	954.775440309754	838.113523299939	910	1296.25441818397	1095.19270288776
ENSMUSG00000005043	92.5366130393394	6.24498433595662	105.796182379784	72.7875762100959	87.4662616347492	131.964441902695	170.05460954633	158.634057068732
ENSMUSG00000005045	296.923362362597	54	332	341	250	427	807.825775201608	737
ENSMUSG00000005054	1922	391	1978	1906	1846	2362	3560	3235
ENSMUSG00000005057	38.4300633734247	0	33.1960767694259	51.4161653540931	50.233674851358	41.1009892096794	2.11947819707276e-08	86.3844097221459
ENSMUSG00000005069	3101	569	2997	3051	3157	2776	2785	3317
ENSMUSG00000005078	514.596174027983	115.504562553333	453.141255143534	527.921414674391	586.299398392376	725.595232513583	688.694904732359	675.476181519136
ENSMUSG00000005087	2	0	5	11.300253415049	8	2	0	9
ENSMUSG00000005089	4.9357379885289	0	13.5518956216194	2.67713783128542	5.40543868111357	4.32151743225762	11.2735426067017	6.79670267334186
ENSMUSG00000005102	1198	172	1144	1022	1000	992	1431	1314
ENSMUSG00000005103	1863.3041195504	240.6839075107	1931.11193739961	1773.8297313191	2769.10595099049	2367.92429052777	1234.03806860644	1328.90573322044
ENSMUSG00000005107	3	2	2	7	3	7	6	3
ENSMUSG00000005124	15	0	4	8	13	19.6839108337259	13	8
ENSMUSG00000005125	1904.66730925665	383.204119155534	1689.10747646007	2139.10637554058	1418.10870765087	1870.59283492501	1603.88851029781	1691.03850940495
ENSMUSG00000005131	0	0	0	5.96202597145993	0	0	5.70613406593407	8.05870636574078
ENSMUSG00000005142	2566.21909558255	390.101897059354	2576.99534495595	2500.16109406124	2895.58359713601	3389.753698653	3616.25158964901	3345.77280965652
ENSMUSG00000005148	3681.77717209272	610.975887878699	3416.2389041076	3486.58785311412	3619.58619201118	4657.14342010338	4479.95882819815	4138.48889470122
ENSMUSG00000005150	929.384336390271	119.009615872116	809.334455537781	859.182689036901	1051.96787654469	836.873951738269	735.594082238084	803.723757485889
ENSMUSG00000005161	9105.74319289447	1481.45756321249	8739.78261218653	7465.97678442915	11303.8422893883	7881.46737157867	8591.24256740771	8698.49114809069
ENSMUSG00000005198	13587	1775	14040	11220	13812	10805	9446	7933
ENSMUSG00000005202	1	0	0	0	0	0	3	0
ENSMUSG00000005204	8069.91844218903	1417	7372.92648247445	6902.95099798776	8022.95610831747	7319.95526743748	5766	5213
ENSMUSG00000005220	2	2	2	1	8	0	5	7
ENSMUSG00000005225	1843.86425210898	348.173534394162	1794.3411851935	1990.95539887043	1602	1996.10852878131	1890.85506174315	1989.83284044654
ENSMUSG00000005232	0	0	1	0	0	0	0	0
ENSMUSG00000005233	979	163	914	928	1068	963	1129	1050
ENSMUSG00000005237	81.8629658295303	17.091865954395	86.1974451103923	75.0353416737696	59.1013769654068	59.1543668227372	224.651939801912	183.00676492255
ENSMUSG00000005251	199	35	167	195	204	206	372	286
ENSMUSG00000005262	1941.16938410845	350.215818468615	1906.19901147902	1888.70930644803	1970.92088726277	2143.00241783031	1532.36564191842	1491.86688227726
ENSMUSG00000005267	95.3731662985608	23.5320497846184	99.6797147415977	114.706914949656	60.3784209308963	124.589864415997	87.5555107728585	51.4258487772796
ENSMUSG00000005268	30.2400037934209	1	40.5310770506265	8.02244838603434	12.043485693258	18.0429205561474	14.3278700169711	9.14398099517789
ENSMUSG00000005299	1923.3254660482	240.535051604568	1684.25799424398	1589.38275362417	1928.65963898489	1752.25128294745	1167.05672094969	1370.41181804175
ENSMUSG00000005312	4835.20547163462	752.549244374775	4627.68635198729	4375.36584461751	4503.65613759371	4345.32161209408	4144.68230646578	4611.46784288033
ENSMUSG00000005320	33	5	21	31	35	50	127	123
ENSMUSG00000005338	20	1	13	5	13	20.2309524788114	27.0131835175258	9
ENSMUSG00000005339	0	0	0	0	0	0	0	0
ENSMUSG00000005354	4119.17403532766	663.279822781564	3790.36893215006	3545.30006161771	5442.47001953716	4072.86456525224	3514.04834659769	3675.28430271308
ENSMUSG00000005355	8	0	0	29	17	73	7	10
ENSMUSG00000005357	15	1	15	11.8611537240166	15.8575612039262	19	12	19
ENSMUSG00000005360	87.4111503116987	11.0601834202467	85.8635097699222	57.506447827764	112.751905270626	31.6373188911542	80.4045871334772	92.5932803990772
ENSMUSG00000005362	1131.97344101392	252.925831787339	1157.42173611412	1324.47794336022	1111.88314842652	1271.10652489817	1133.66578341411	1187.12760686071
ENSMUSG00000005364	0.107832948900659	0	0	0	0	0	0	0
ENSMUSG00000005370	14530.9922866692	2366	13112.9953585569	13127.9942406882	15363.9850801391	14228.9921404202	13132.9922087269	11531
ENSMUSG00000005371	1091	200	1072	1117	869	830	1235	1255
ENSMUSG00000005373	282.826380986054	62.5595667556922	269.0872162372	271.518810219369	273.971411001267	382.676116041088	760.361374439747	730.124120533806
ENSMUSG00000005374	2038.22420003485	322.127890641861	1972.25906836235	2027.07897212803	1880.91940470854	1558.72249448229	1768.47375265202	2069.66357030749
ENSMUSG00000005378	1791.27886897209	231.639300479569	1690.80142795218	1634.45612651351	2263.29016031923	1630.60646924179	1291.09280680597	1352.03871208402
ENSMUSG00000005397	2563.35764401894	404.485246509882	2182.19644292231	2136.66243565975	2423.80222037267	2555.22398606815	2751.15597817498	2636.23597510544
ENSMUSG00000005410	2213.32581321327	303.10329217047	1891.08698661535	2262.97760054492	2151.7237725905	1990.22123379558	1770.65979516836	1631.81265319816
ENSMUSG00000005413	2918	446	3014	2721	2946	2807	3818	3645
ENSMUSG00000005417	3514.18056726792	620.825618262159	3344.54352034147	3298.04447046327	3850.28351256367	3864.30527628983	3774.23920353164	3669.09416636004
ENSMUSG00000005442	4195	611	3742	3728	4194	3819	4328	3869
ENSMUSG00000005447	769	105	784	709	1079	764	923	987
ENSMUSG00000005465	95.6167284997877	14	94.4598132602437	59.2949145217429	64.4231026921791	82.6183506485643	318.078714837776	316.334337404205
ENSMUSG00000005469	2529.13096090086	337.225267958951	2578.68738713798	2456.99999978002	2557.73059304599	3034.00517392565	2718.93703696167	3006
ENSMUSG00000005470	2135	327	2045	1802	2468	1864	1311	1413
ENSMUSG00000005474	0	0	0	0	0	0	0	0
ENSMUSG00000005481	11903.5737653754	2052.71113687835	10909.1272168583	10327.993724381	14142.8080800729	10942.099828197	6425.24046928629	6936.74331552595
ENSMUSG00000005483	2701.28917415473	475.248534168739	2549.65466931661	2568.36339033137	2868.30598478462	3088.82877806573	2035.58568513617	1849.45177751124
ENSMUSG00000005493	49.3176246990552	2.00447895045049	23.3606829566566	32.4760353983615	21.7123951668282	56.780445926504	115.90245302909	144.207571972503
ENSMUSG00000005501	553.096664214698	117.470003549229	473.390300364523	540.079333844166	476.672293795696	589.240462531093	735.113379162611	628.801760228495
ENSMUSG00000005503	141	33.9702908499576	94	125	241	214	7	8
ENSMUSG00000005505	472.201954934511	69.6947658612377	412.711809689003	352.139856627391	610.396374247243	422.119502391284	359.403652471782	310.981186825895
ENSMUSG00000005506	7972.37511591959	1298	7809.08182929934	7827.62659891029	8143.072259516	7983	6869.56192282283	5865.09519799966
ENSMUSG00000005510	2102	307	1796	1863	2549	2399	1917	1838.54050275136
ENSMUSG00000005514	1775	280	1667	1546	1663	1468	1564	1588
ENSMUSG00000005533	535.807804125295	74.6946504102557	561.67105988356	454.368486116716	495.918226956856	585.747289063095	777.902487179994	751.378035997927
ENSMUSG00000005534	590.585499223463	105.279443026827	565.451250470608	635.638105124643	376.920217968266	593.901249166344	916.621291635097	675.194133128542
ENSMUSG00000005540	15.7676939234569	1.03511751889125	15.6532815260457	17.7381492561973	11.2247452642584	13.3274830392096	7.21398523798401	19.5599888258274
ENSMUSG00000005547	0	0	0	0	0	0	0	0
ENSMUSG00000005553	39	5	39	31	27	19	149	145
ENSMUSG00000005566	47172.4665241215	6203.60403679247	44295.7701314709	41201.9922294802	65025.7269741257	50806.0789243987	31760.6364095813	37792.4914886562
ENSMUSG00000005575	2474	430	2161	2266	2735	2361	2051	2591
ENSMUSG00000005580	69	12	59	85	49	69	128	98
ENSMUSG00000005583	0	0	0	0	0	0	0	0
ENSMUSG00000005609	2339.95977589905	341.770099994861	2113.9345767568	2019.3936781331	2122.72681630209	2017.23866369438	1674.92956476537	1512.71319904477
ENSMUSG00000005610	38376.7605915638	6299.68367230784	35196.6913947438	36636.8491435083	33901.195696103	31770.2732922564	20725.9824907226	23881.567724845
ENSMUSG00000005611	2	1	5	0	0	3	0	0
ENSMUSG00000005615	852.058972703528	139.443383250775	717.341568383711	827.890240582821	842.309567020983	981.950739799954	748.629957073335	663.09238892776
ENSMUSG00000005621	1074	188	1077	1124	1065	970	925	957
ENSMUSG00000005625	6354	1018	5852	5466	7703	6126	5000	5525
ENSMUSG00000005628	9	1	3	11	13	11	8	12
ENSMUSG00000005640	1.07887486222846	2	0	1.03079226150128	2	0	4.0138125931437	9
ENSMUSG00000005649	16.0766753103863	2.00437733699789	21.1077600237148	11.0609639999844	5.015137660704	2	4.01714119285066	6.02785196937971
ENSMUSG00000005656	1646.27928063016	124.939263473802	1636.8558875324	1485.91073295307	1722.48510770975	1621.70469237337	1597.23592019497	1440.38173004416
ENSMUSG00000005667	3944.35380451299	447.951013256568	3749.78921091092	3308.96906329054	3455.81944935326	2364.19544999571	6124.55915374321	6998.33871031401
ENSMUSG00000005672	3473.07652329972	544.923236375986	3165.37034192625	3165.53338956076	3815.99090283578	3460.5257463063	3686.29330075359	3030.11847413333
ENSMUSG00000005674	960.498953394511	163.41984284094	757.626213492911	750.667142259498	1030.95578333389	732.990814315143	762.710699574177	845.333679065382
ENSMUSG00000005677	24.5010466054892	1.58015715905993	7.37378650708873	20.3328577405019	7.04421666611479	1.00918568485666	31.2893004258229	8.66632093461771
ENSMUSG00000005681	1	0	0	0	0	0	0	2
ENSMUSG00000005682	784.423490903457	193.373687391644	693.574183423261	783.423082949832	1044.84252204095	1177.78976663151	728.23986243894	1298.16210611523
ENSMUSG00000005683	9732.89802342427	1660.84833814858	9067.9032775381	8392.87203058905	10352.9359649715	8467.9846957579	9870.91876822757	10436.8260690139
ENSMUSG00000005686	95.5080195389015	11.814726390659	116.569212210525	120.193306528872	97.3344917718506	129.392282834839	338.762723299756	367.877023820787
ENSMUSG00000005687	4290.00914975878	868.159419397895	4269.51798118538	4088.51363441819	4478.11446877314	4148.75473201906	4896.19285071646	4644.67352176494
ENSMUSG00000005696	1.42049820598895	0	4.3193190549669	3	0.10334241314503	0	2.33101169171949	6.05581443750148
ENSMUSG00000005698	5850.51881929544	956	5441.97467284009	4971.99640740276	5820.62431499738	5496.89692418836	4204	3963.76200367025
ENSMUSG00000005699	106.268576582221	39.4369783842381	69.0226754544577	90.2186446691377	107.456985831417	169.806704784644	174.636025013281	157.619887684073
ENSMUSG00000005705	3	0	4	5	4	4	11	4
ENSMUSG00000005716	0	0	0	0	0	0	0	0
ENSMUSG00000005718	894.534345864705	120.194166283172	872.829490333721	741.95216433932	1176.30648842675	1052.36817863606	492.673268137732	620.278116168486
ENSMUSG00000005732	10127.2680875894	1600.19145622651	9470.80839340241	8518.71609544864	10480.5764462034	8797.13126256291	7684.3875250922	7969
ENSMUSG00000005763	18.2146518719414	13.0235897937252	3.11868888121344	13.8910631299339	2	13.5697933569672	32.2388477104696	5.10932753711092
ENSMUSG00000005774	487	115	485.080478627669	537.894538666939	319.718258976069	404	904.097787776705	805.924450140797
ENSMUSG00000005779	6059.9347872922	1096	5607.94522324693	5561.93994412329	8205.95112222778	7593.93806850041	5296.90402568276	5122.85553832547
ENSMUSG00000005800	0	0	0	0	0	0	0	0
ENSMUSG00000005802	100.851475473792	24.0101370939524	91.9370936633423	105.492208750712	96.2275482213734	180.050329890384	102.898515893573	133.347315898733
ENSMUSG00000005803	0	0	3	1.06302989833134	1	1	3	2
ENSMUSG00000005804	561.905086591949	90.1472348907131	504.657982451613	607.162209391615	602.000505046883	701.879301748718	633.237614296982	691.732322717864
ENSMUSG00000005813	2396.34719020953	311.115222375769	2356.56032865372	2144.70339502099	2558.10955274157	2424.93461956316	1863.67026239207	2007.92160778435
ENSMUSG00000005823	663	115	609	682	770	813	750	793
ENSMUSG00000005824	0	0	0	0	0	0	0	0
ENSMUSG00000005836	5	1	2	4	16	10	26	11
ENSMUSG00000005846	10530.0963586167	1758.87397007686	9921.15510195734	9041.40531216924	10595.1573023251	9402.62771217205	8522.74379299653	8002.7675529742
ENSMUSG00000005864	0	0	0	0	0	0	0	3
ENSMUSG00000005871	2947	506	3022	3105	2373	2641	3719	2986
ENSMUSG00000005873	571	135	509	607	631	968	1254	1533
ENSMUSG00000005881	2175	353	2122	2100	2611	2341	2652	2707
ENSMUSG00000005882	1272.24456346444	212.035538731576	1151.14506094502	1135.65954507444	1274.07006523651	1161.06316256019	1345.30433472332	1282.69300577297
ENSMUSG00000005883	2	0	0	1	0	13	0	0
ENSMUSG00000005886	1139.24885102154	198.018364345183	1035.01527581777	1191.41928252671	897.767880000737	1108.0808172909	1474.13225671273	1275.51654645714
ENSMUSG00000005891	0	0	0	0	0	0	0	0
ENSMUSG00000005892	53164	11388	48769	56190	51641	44840	16169	20008
ENSMUSG00000005893	1094.96105394166	254.515351703734	1158.43830069088	1224.10527394626	813.779983966424	1114.49282444394	936.414372015112	879.903046550314
ENSMUSG00000005897	169	32	171	174.018120281186	140	201	300	219
ENSMUSG00000005899	4352.84492503728	448.985589777066	3879.71909075091	3714.92445993861	4642.56077377862	4169.32517011701	3203.35922720141	3482.03742899639
ENSMUSG00000005907	943.038130471115	158.630803239203	833.773354607604	800.774904298531	816.418041915268	743.169143220792	739.947811588032	656.024284231599
