"ESC_slow1","ESC_slow2","ESC_slow3","ESC_slow4","ESC_fast1","ESC_fast2","ESC_fast3","ESC_fast4"
"ENSMUSG00000085448",0,0,0,0,0,0,0,0
"ENSMUSG00000086687",0,2,0,3,1,2,0,0
"ENSMUSG00000070794",3.85736779857286,14.1377275197204,9.35336434734124,5.15425544092098,7.01299969944597,11.5197317261604,7.56258575644586,3.71534840462955
"ENSMUSG00000063751",97,55,48,78,117.038874335897,100.166841025727,52,55
"ENSMUSG00000086957",5.00555987522734,2.00207388717404,1.00319488818865,1.00099113628772,1.00098739445857,4.00257651538134,2.00202245830635,1.00078247434438
"ENSMUSG00000087545",0,3,0,0,0,0,0,0
"ENSMUSG00000084756",2.01420922317401,3.0132831521306,1.00410695992084,4.14972438884395,3.17910023530195,9.40984901079477,1.2170135704759,0
"ENSMUSG00000087473",2.99999997687524,0.769378305857439,0,1.44866568851137,0,2,0,0
"ENSMUSG00000087544",0,0,0,0,0,0,0,0
"ENSMUSG00000085508",0,0,0,0,0,0,0,0
"ENSMUSG00000086758",0,0,0,0,0,0,0,0
"ENSMUSG00000087225",0,0,0,0,0,0,0,1
"ENSMUSG00000087739",4,7,0,4,5,3,2,4
"ENSMUSG00000088700",0,0,0,0,0,0,0,0
"ENSMUSG00000089408",0,0,0,0,0,0,0,0
"ENSMUSG00000089606",0,0,0,0,0,0,0,0
"ENSMUSG00000093363",8.17785103101155,15.1892115307227,10.9422345097726,0,3.33902880704568,18.7984956159955,10.2370455030027,9.09574177667665
"ENSMUSG00000093410",1,0,0,0,1,3,0,0
"ENSMUSG00000093660",0,0,0,0,0,0,0,0
"ENSMUSG00000096006",4302.41627536223,3640.11049847243,3054.94615965262,3653.82894342643,5100.18600273548,4949.82838938199,3466.99935104393,3592.81285935301
"ENSMUSG00000098946",0,0,0,0,0,0,0,0
"ENSMUSG00000099166",0,0,0,0,0,0,0,0
"ENSMUSG00000098459",0,0,0,0,0,0,0,0
"ENSMUSG00000099243",0,0,0,0,0,0,0,0
"ENSMUSG00000100156",0,0,0,0,0,0,0,0
"ENSMUSG00000102424",1,0,3.00060351017738,3.00088735269502,0,0,2.00037431613695,2.00039966364784
"ENSMUSG00000102686",0,0,0,0,0,0,0,0
"ENSMUSG00000105821",0,0,0,0,0,0,1,0
"ENSMUSG00000105420",0,0,0,0,0,0,0,0
"ENSMUSG00000105450",0,0,0,0,0,0,0,0
"ENSMUSG00000105886",0,0,0,0,0,0,0,0
"ENSMUSG00000108827",0,0,0,0,0,0,0,0
"ENSMUSG00000109219",0,0,0,0,0,1,0,0
"ENSMUSG00000108919",0,0,0,0,0,0,0,0
"ENSMUSG00000109033",0,0,0,0,0,0,0,0
"ENSMUSG00000109528",0,0,0,0,0,0,0,0
"ENSMUSG00000109423",0,0,0,0,0,0,0,0
"ENSMUSG00000109389",0,1,0,0,0,0,0,0
"ENSMUSG00000109547",0,0,0,0,0,0,0,0
"ENSMUSG00000109521",0,0,0,0,0,0,0,0
"ENSMUSG00000109403",0,0,0,0,0,0,0,0
"ENSMUSG00000109522",0,0,0,0,0,0,0,0
"ENSMUSG00000109287",0,0,0,0,0,0,0,0
"ENSMUSG00000109071",0,0,0,0,0,0,0,0
"ENSMUSG00000109604",0.307864053306145,2,0,0.172348596568389,0,2.57183923614196,1,4
"ENSMUSG00000005102",894,962,1063,1190,1121,1108,1113,1020
"ENSMUSG00000040061",5,5,10,8,4,0,12,4
"ENSMUSG00000009549",1202,1263,1348,1440,1318,1658,1224,1201
"ENSMUSG00000014077",1533.76145260541,1817,1315.69782696805,1458.638991443,1715.64482230151,2170.8557989412,1343.10437004254,1367.70583474333
"ENSMUSG00000023216",8.50859354531561,5.56964813682915,6.0485131068546,4.99256583451191,4.77632573838773,6.12695689643235,6.17466357846969,5.34535470129515
"ENSMUSG00000027210",231.477577121229,468.698030558136,190.188171156615,149.615387194557,214.264130726906,503.674417613223,167.739065560511,95.0511815864504
"ENSMUSG00000057147",885.407112384899,877.463247148401,837.779637807098,951.273581311907,832.420523680213,949.23738372338,721.628671533022,698.791576509736
"ENSMUSG00000027259",675.922977166147,719.87607859258,586.654670125847,738.84144426673,798.853032165676,869.841028718181,609.744905672996,629.581238450765
"ENSMUSG00000053675",0,0,0,0,0,2,1,0
"ENSMUSG00000027272",1353.7123716036,1396.89048996902,1147.03706252946,1558.67949089798,1578.15233862626,1590.4339162262,1162.93150748969,1194.91259647228
"ENSMUSG00000090100",584.139492916358,667.534658206179,438.974250518171,526.905721819201,643.731524981021,719.399173598757,480.26313475677,414.232220112383
"ENSMUSG00000027285",2125.67242721843,2009.03409878825,1497.79598950156,2055.34806028167,2236.42502099203,2604.21900990191,1403.14033002158,1537.07776439757
"ENSMUSG00000027287",1371.35982410257,1328.6761480125,1072.09751776871,1324.41993780016,1477.9446457202,1614.96270606357,1261.52004753651,1212.14371042413
"ENSMUSG00000079110",42.8884456659041,69.9999999999999,65,42,38.1789538856715,40,27,19
"ENSMUSG00000027291",1021.17567033546,942.898733028466,973.266894721136,1062.60051335861,931.174122673207,988.394955710321,961.815499419684,780.379849428445
"ENSMUSG00000027293",1264,1279,1062,1183,1275,1583,1142,1055
"ENSMUSG00000027296",295,389,377,404,376,520,316,326
"ENSMUSG00000027297",56,112,105,67,47,97.0000000000001,66,35
"ENSMUSG00000027298",2470,2672,3773,3906,2794,3480,3289,3339
"ENSMUSG00000027304",2051.93002129452,2169.08769971729,1981.49730719767,2309.41446383704,2159.26660841295,2463.60087572809,2255.14016119173,2276.63683964826
"ENSMUSG00000027305",523,535,435,523,532.999999999999,648,488,421
"ENSMUSG00000027306",1574.43668873775,1360.50327862817,2956.3563447153,3501.9341535099,1520.93619283052,1947.41480687082,1508.47657508533,1482.25659207458
"ENSMUSG00000027313",452,263,286,386,411,321,335,348
"ENSMUSG00000027315",1652,1723,1378,1498,1572,1884,1284.99999999999,1343
"ENSMUSG00000027323",3023.01505099691,3157.18534460537,2463.84158391494,2833.2095101187,3446.11256532422,3851.24887993383,2324.50056258651,2592.01655846474
"ENSMUSG00000027324",754,663,650,782,780,694,575,646
"ENSMUSG00000027326",1390.21403318858,1159.93794472189,1427.48987468912,2072.42438472102,1573.29953492611,1485.86975482231,1329.94603394672,1303.8639602173
"ENSMUSG00000027331",1099.91764931674,989.881419770156,1561.82987131386,1812.92797195844,1361.85599994183,1626.87209156523,1149.92679952036,1173.95657574883
"ENSMUSG00000027332",1276.348846454,1262.9006610738,1352.90286205625,1449.70027574756,1269.1687816343,1452.32885023598,1243.16281828727,1255.8771347425
"ENSMUSG00000027344",19,17,7.82718640461409,17.9999914593667,11,13,1.85918088065459,3.65106054590571
"ENSMUSG00000027349",1717.65899338783,1737.23854509384,1320.29932081495,1539.35751699771,2154.2434280323,2379.5224688419,1552.10366859115,1559.07817365658
"ENSMUSG00000027351",1497,1474,1172,1435.00000000001,1782,1855,1422,1344
"ENSMUSG00000027355",0,0,0,0,0,0,0,0
"ENSMUSG00000039983",268.515758668907,229.751099664717,264.169418307624,257.683177034839,218.211105327098,276.959041490263,245.731875737001,258.264182941425
"ENSMUSG00000040007",656,876,839,821,713,1057,821,701
"ENSMUSG00000034216",644,669,763,779,588,794,688,752
"ENSMUSG00000034226",132,131,151,140,114,131,94,115
"ENSMUSG00000040035",18,9,11,15.1046928460711,7,3,5,10.0016079936238
"ENSMUSG00000040084",4566,4315,6442,7837,5730,6883,5113,5441
"ENSMUSG00000034278",236.914483957518,298.347235906673,292.206513991722,321.073153050356,267.066094053804,368.836076469016,295.918882088892,303.478835541584
"ENSMUSG00000040133",23,20,24,18,17.0419239205558,26,13,18
"ENSMUSG00000040152",23.0694046216975,31.1255809808518,18,21,20.0373620804596,35,6,10.0040703908056
"ENSMUSG00000062646",147.06938784211,187.271358648792,170.378261142415,183.005540589149,157.363876484465,199.478475100288,191.615783445557,139.057015546102
"ENSMUSG00000098789",211.014557167128,195.634287150327,264.976649339853,333.661522478731,225.673749966376,286.449873004541,208.994098961967,243.911515726286
"ENSMUSG00000033943",8511.60182063999,8885.19531095312,8611.84288024609,10226.4352561675,8684.32437051654,9151.76529149178,8593.32618916784,8171.24195046089
"ENSMUSG00000034032",4008.28120933946,3609.57953928438,5580.19506619152,5707.97031414771,3996.91818473555,4087.38934101374,5169.86527534428,4900.59955554209
"ENSMUSG00000034154",1802,1638.99999999999,1971,2508,1700,1810,1800,1879
"ENSMUSG00000040321",951,1040,716,963,1071,1188,782,820
"ENSMUSG00000046971",118,110,162,148,91,124,99,79
"ENSMUSG00000027288",11919.8383949851,12758.3704240123,13232.1278426338,16437.6591919457,14581.8740056375,15636.3426795969,14852.1893497288,14885.306687751
"ENSMUSG00000046814",14,20,23,17,21,16,25,23
"ENSMUSG00000045838",208,142.806785700116,168,165.986032871454,125.626947877174,91,81.6107760923592,112
"ENSMUSG00000048647",88.7634917006091,132.85780551287,64.8055168230636,78.378939187057,89.546634309619,110.014205832009,70.9840072651179,68.6008366921363
"ENSMUSG00000023572",667.896276335096,749.107115170001,702.232604770645,816.508477936134,745.031159150044,895.485099900357,694.147025797817,689.250003718733
"ENSMUSG00000046804",0,0,0,0,0,0,1,0
"ENSMUSG00000033902",319.288663904555,334.653006677177,451.914024527789,432.696761886683,296.824569771809,335.728033699939,414.23466989439,359.857038850337
"ENSMUSG00000054484",64,70.0000000000001,38,55,74.3902387867346,61,54,44
"ENSMUSG00000055926",31.0602925934448,28.5891115571761,23.9983802602779,23.7887934317878,40.1231886051125,37.3464213541807,29.7302217774259,32.141029878442
"ENSMUSG00000033705",341.8331676316,379.174338104005,546.351763656119,622.946447695985,282.738998976285,304.910417084145,512.872749062251,447.477309406081
"ENSMUSG00000027317",76,127,53,47,58,148,30,28
"ENSMUSG00000064722",0,0,0,0,0,0,0,0
"ENSMUSG00000064906",1,0,0,0,0,1,0,0
"ENSMUSG00000065083",0,0,0,0,0,0,0,0
"ENSMUSG00000065164",0,0,0,0,0,0,0,0
"ENSMUSG00000065794",0,0,0,0,0,0,0,0
"ENSMUSG00000065845",0,0,0,0,0,0,0,0
"ENSMUSG00000065883",2,0,1,0,2,0,0,0
"ENSMUSG00000033808",2436.49866199183,2414.01006898102,1909.09562874555,2067.46417023003,2329.49839196625,2815.23089530745,1717.0578996955,1700.33398173832
"ENSMUSG00000050211",594.675365717813,587.725897172044,925.242345235263,750.40600856787,560.369309251568,691.278013373717,647.637544898759,507.012736318731
"ENSMUSG00000068580",339.892259123585,415.897866000659,382.251724703002,364.776417570261,350.695933344149,466.812629298695,386.111754216644,324.565740329472
"ENSMUSG00000040093",243,146,162,173.000000000001,189.0330640478,94,207,174.815649680904
"ENSMUSG00000070719",0,1,3,2,1,0,3,2
"ENSMUSG00000070730",713.702941226834,759.24075167324,691.814157453028,757.803012601267,707.81053817272,862.471801474286,650.601421661499,654.888154843403
"ENSMUSG00000074890",253.077022833853,244.12392140742,293.950762435668,314.15855573327,227.852332419437,256.765664134275,266.255094327004,268.418761549233
"ENSMUSG00000074916",76,75,67,68,68,99,61,49
"ENSMUSG00000074923",506.200572241434,183.139759227834,292.9338269783,464.368217875695,452.954645597989,212.169444279603,265.110730603741,343.428681096312
"ENSMUSG00000076376",0,0,0,0,0,1,0,1
"ENSMUSG00000027286",699.709181193035,690.432770790023,495.617226661353,583.0292643901,725.469231488569,754.886681546833,545.227109946049,554.045221034573
"ENSMUSG00000027314",1,0,1,1,3,0,0,0
"ENSMUSG00000027347",771.49349267823,686.341680912253,769.102773672534,788.477346877083,804.523172767302,812.693335855772,817.567812363902,666.056446457479
"ENSMUSG00000077359",0,0,0,0,0,0,0,0
"ENSMUSG00000078137",0,0,0,1,1,2,0,0
"ENSMUSG00000050619",493.453855956877,600.837894188443,443.743634454135,470.439927024947,636.10419416553,689.604147657729,516.206159131035,433.312649830987
"ENSMUSG00000079103",0,0,0,0,0,0,0,0
"ENSMUSG00000027284",1289.56187292687,1457.06489370727,1500.5948943458,1695.48488900895,1275.91746957493,1587.25008990179,1550.73769250558,1481.27438181928
"ENSMUSG00000072980",772.553854590354,748.564887720406,694.652730385921,791.073809241863,806.438028497352,923.459710993484,678.776251581622,761.751335666598
"ENSMUSG00000040282",739.154701489107,780.808874223194,838.864240054136,946.174101635975,926.367539619152,1021.05675790377,852.786013840783,821.688666432827
"ENSMUSG00000084028",0,0,0,0,0,0,0,0
"ENSMUSG00000081842",0,0,0,0,0,0,0,0
"ENSMUSG00000080747",0,0,0,2.00168256392243,0,1.00259999070548,1.00160036122867,0
"ENSMUSG00000082997",0,0,0,0,0,0,1,0
"ENSMUSG00000082029",4.2893123956645,0,2.36646077618118,4.65820439008903,0,5.20363428114127,0,0
"ENSMUSG00000082369",0,0,0,1.09531520799794,0,1.05043845158546,0,0
"ENSMUSG00000081313",0,0,0,0,0,0,0,0
"ENSMUSG00000084015",0,0,0,0,1,0,0,0
"ENSMUSG00000081787",0,2.06579585785577,0,0,2.52028642721567,0,0,0
"ENSMUSG00000081056",0,0,1.00215353488708,0,0,1.01049295188071,0,1
"ENSMUSG00000084222",0,0,0,0,0,0,0,0
"ENSMUSG00000081413",0,0,0,0,0,0,0,0
"ENSMUSG00000081416",0,0,0,0,0,0,0,0
"ENSMUSG00000081572",1.62353736037786,2.25096776481746,2.0894262372457,1.09006136675709,4.2281133538649,1.10213730017002,2.08367568491673,0
"ENSMUSG00000074930",6.46462350517404,13.9480852588508,1.11797622988904,5.21465956219289,5.09561183047953,5.68336437733399,6.52818766206635,2.0208525416764
"ENSMUSG00000084620",0,0,0,0,0,1,0,0
"ENSMUSG00000074912",0,0,0,0,0,0,1,0
"ENSMUSG00000087519",4.0669800922474,5.72579902648619,1.04359220489258,2.32371846088819,3.26872553808569,6.28189075500042,2.06849251030229,3.08740352772595
"ENSMUSG00000085582",7,6,0,0,3,6,0,1
"ENSMUSG00000085889",0,0,0,0,0,0,0,0
"ENSMUSG00000033852",258.652357079593,252.584009523485,169.556678850155,205.384032693627,165.133442781801,187.471515886887,226.279506955211,168.468891170961
"ENSMUSG00000098488",162.924556988065,153.099217737811,160.411322317347,128.064970266112,180.598088661057,169.053281219173,84.8855357583517,133.050454778832
"ENSMUSG00000085316",0,1.03518169004856,5.29676579408799,3.10817722609094,3.30026429155869,4.17164680274058,3.24481058382907,5.38299795959392
"ENSMUSG00000045339",0,0,0,0,0,1,1,0
"ENSMUSG00000084802",0,0,0,0,0,0,0,0
"ENSMUSG00000086421",16.0981060723613,19.1185802298439,13.1701286861426,16.0720280415573,8.14400005817235,8.12790843477117,9.07320047963509,8.04517776926913
"ENSMUSG00000086735",53.7855587157227,62.201839568058,30.1643210290683,24.3936340136025,59.2761551753311,79.272723113192,41.3669127961695,20.9829166426913
"ENSMUSG00000074899",17.0018294991087,22.0052593323516,30.4166146937284,27.5925135855145,8.00115244990906,16.0022056453122,14.748519940945,14.8206888312906
"ENSMUSG00000085681",1.35809504746004,1.73666313531123,0,1.5649639393748,0,0,2.17438874927831,0
"ENSMUSG00000087203",1.19514727288575,0,0,1.15153523682381,0,4.4418025483644,0,1
"ENSMUSG00000086328",10,19,1,3,9,19,3,3
"ENSMUSG00000087458",8.77882637767739,4.41704433869738,9.29915366650439,9.25903980314317,8.41395830460606,4.30755234769675,10.8839117911445,6.2679389755155
"ENSMUSG00000085222",3,1,0,0,2,0,2,0
"ENSMUSG00000085438",3161.78478498976,3092.90080475032,1633.15594818207,2010.61251836726,3976.93459609312,3802.40612741952,2303.63221568646,2202.22394839679
"ENSMUSG00000086221",0,0,0,0,0,0,0,0
"ENSMUSG00000074918",176,188,67,51,153,213,54,60
"ENSMUSG00000086462",0,0,0,0,2,0,1,0
"ENSMUSG00000086308",2.10901824299532,4.00281902110163,1,0,1.00358625968956,4.25682465748955,1,0
"ENSMUSG00000087309",0,0,0,0,0,0,0,0
"ENSMUSG00000084785",0,5.1448806956957,1.00040557892181,4.46657679948124,0,2.41961411787453,2.11764441245777,0
"ENSMUSG00000086197",0,0,0,0,0,0,0,0
"ENSMUSG00000086203",0,1,0,0,1.16146575012702,0,0,0
"ENSMUSG00000087555",0,5.43874221081848,3.55535176119605,8.62601083902163,3.60075364293902,12.5310625775762,9.48754227328111,2.9211109506598
"ENSMUSG00000087910",0,0,0,0,0,0,0,0
"ENSMUSG00000088497",0,0,0,0,0,0,0,0
"ENSMUSG00000088606",0,0,0,0,0,0,0,0
"ENSMUSG00000089009",0,0,0,0,0,0,0,0
"ENSMUSG00000093368",0,0.794141903790605,0,0,0,0,0,0
"ENSMUSG00000097799",62.1616050148954,39.6295759876386,38.7526940140904,65.2669520045842,55.1259943625475,77.6573204031709,88.6563427970077,67.3272944816839
"ENSMUSG00000098464",0,0,0,0,0,0,0,0
"ENSMUSG00000098632",0,0,0,0,0,0,0,0
"ENSMUSG00000101266",0,0,0,0,0,0,0,0
"ENSMUSG00000101448",0,0,0,0,0,0,0,0
"ENSMUSG00000099802",0,0,0,0,0,0,0,0
"ENSMUSG00000099470",3.03325210870709,1.63130946477486,3.69452389635302,2.09973445935825,7.61313489888305,1.20078689128533,4.03804297414377,3.20413570801966
"ENSMUSG00000100046",0,0,0,0,0,0,0,0
"ENSMUSG00000101859",0,0,0,0,0,0,0,0
"ENSMUSG00000099361",0,1,0,0,0,0,0,0
"ENSMUSG00000101394",0,0,0,0,0,0,0,0
"ENSMUSG00000103266",0,0,0,0,0,0,0,0
"ENSMUSG00000103562",0,0,0,0,1,0,0,0
"ENSMUSG00000105465",0,0,0,0,0.609761213265352,0,0,0
"ENSMUSG00000000308",1148,972.000000000001,1283,996,672,637,808.000000000001,630
"ENSMUSG00000001998",802.341923055788,799.79712810808,725.031304825146,870.354148207639,822.161325235256,935.40920322972,772.015464958431,693.051974499248
"ENSMUSG00000001999",287,323,303,279.999999999999,291,400.000000000001,290.000000000001,240
"ENSMUSG00000003662",1072.58425613207,1139.40972169058,1108.03201901505,1252,1046.43374936223,1254.81563837187,1136,1023
"ENSMUSG00000005802",123.854288428299,126.330454791226,78.1057756332731,93.0233753396447,125.059883191493,112.190154364362,89.0145130186566,75.5299918835555
"ENSMUSG00000005803",0,2,2.00503972031473,1,1.01403657513302,4.07726599095802,0,1
"ENSMUSG00000005804",753.104589234249,668.6583665228,614.413289640551,761.267460209188,681.731397378806,735.620344368231,591.735491031117,539.657759151175
"ENSMUSG00000014355",4606.65009558517,4665.6132801392,5072.80128133839,6423.56961931607,5901.89088741288,5907.73983222689,5223.85849229959,5377.19467910539
"ENSMUSG00000027381",395.299144944306,355.009500628775,297.423091820933,412.27093148211,463.241153895154,492.533198746692,403.820098020216,401.923902599626
"ENSMUSG00000027199",32,24,18,19,25,21,17,18
"ENSMUSG00000027202",1,1,0,0,1,0,0,0
"ENSMUSG00000027204",295.930977289924,335.901710435057,286.987036902368,334.946816639531,217,277.952549579366,219.892848749123,158.933155421113
"ENSMUSG00000027206",4657,5074.00000000001,3026,3705,5313,6199,3610.00000000001,3648.99999999999
"ENSMUSG00000027207",540,510,542.140220435778,626.278470579608,533.09566929207,513.016872366587,508,458
"ENSMUSG00000027219",0,0,0,2,0,3.25904563342409,0,0
"ENSMUSG00000027224",36,29,36,25,34,26,20,30
"ENSMUSG00000027225",1,3,0,0,0,0,0,0
"ENSMUSG00000027229",160,133,95,97,111,111,66,64
"ENSMUSG00000027233",191,130,228,169,129,129,171,126
"ENSMUSG00000027236",169.894292069073,184.698054535725,162.465240227935,188.453584303652,239.371131298818,289.845830157846,232.339159840394,204.969680115784
"ENSMUSG00000027242",2419.78736194811,2601.00936621349,1565.89176784521,2012.98348187355,3019.85286545609,3391.68467165131,2217.18275723492,2176.48046996286
"ENSMUSG00000027245",715.996536606017,585.346206442718,355.403725801291,334.161437343765,805.612254023339,870.051699670723,458.414953380568,447.058355050939
"ENSMUSG00000027246",361,237,340,308,206,220,296,258.433924252621
"ENSMUSG00000027248",14127.4511992198,13893.5944206967,11872,14676,14519.4496487834,16855.7727254133,13274.039472559,13170.1225850833
"ENSMUSG00000027360",10.5504835642067,25.3423891988906,7.34474704487998,13.6786824502521,7.31874755921495,12.9132886781876,4.01981890287124,6.10288529396335
"ENSMUSG00000027363",2535,2628.99999999999,2498,3090,2713,3087,2536.99999999999,2560
"ENSMUSG00000027364",83.0846815668635,91.1375868318978,210.349177225394,235.029898046991,88.2241280645911,137.236749405039,207.447820113955,165.793424770622
"ENSMUSG00000027365",4624.57928924418,4259.21158096514,3507.10193637687,4349.00029918488,4996.00057643989,4313.00033994908,3972.31263168249,3485.41318087054
"ENSMUSG00000027366",833.154485485785,865.020400233013,614.042591620517,734.010709826961,932.483044064993,984.412611458381,629.102479964272,575.306688843863
"ENSMUSG00000027368",11,14,3,8,9,11,7,9
"ENSMUSG00000027371",96,122,114,86,75,89,90.0000000000001,71
"ENSMUSG00000079056",25.1306418162458,47.2324453034632,39.1542732067361,30.1087429615359,24.2539990285994,46.1778743548681,30.0930122475167,22.0250649900103
"ENSMUSG00000027374",3144.10865628407,3248.70454258015,3626.93769473377,3848.4635341634,3548.98611114406,4118,3502.97153701258,3617.97336910847
"ENSMUSG00000027375",207,416,303,287,294,657,236,197
"ENSMUSG00000027376",5,4,4,2,1,4,3,0
"ENSMUSG00000027377",19,39,19,17,24,50,17,12
"ENSMUSG00000027378",277,233,256,264,248,256,242,220
"ENSMUSG00000027379",3345.99999999999,3361,3404,4064,4036,4753,2963,3115
"ENSMUSG00000027380",33,38,44,37,28,58,40,31
"ENSMUSG00000034850",897,1082,945,1134,912,1128,998,909
"ENSMUSG00000033368",5,4,4,5,5,6,2,0
"ENSMUSG00000033396",738.674090913803,624.416639446939,859.693646632117,910.305380879018,680.779127100212,641.556249286932,899.276556315135,737.823118737078
"ENSMUSG00000033411",1556.76845934118,1566.06672107973,1135.44791884064,1359.2180754795,1981.40908935774,1840.96909399329,1515.77357432146,1420.01564432971
"ENSMUSG00000033486",128,102.979669398876,92,75,108.932657632776,111,84,50
"ENSMUSG00000033498",16.2502425749127,6.10287053908399,10.5748627262399,6.39755423023413,13.1375946234807,14.564974683145,5.4089651491359,8.26943257773613
"ENSMUSG00000027263",1893.49422197213,1896.07420584645,1619.54101163864,1734.94897984355,2118.98145474583,2305.76538751645,1824.22668967949,1553.38538110475
"ENSMUSG00000027361",1292,1265,1181,1354,1443,1427,1231,1241
"ENSMUSG00000060131",2,4.00445722568431,0,2.00131773633043,4.02224132827407,5,0,2.0012882189627
"ENSMUSG00000035109",1.04028366415147,4.28520516478905,16.1514817405871,12.3084357546367,8.56134653690939,8.27574496228189,10.0536874041731,17.5153178075979
"ENSMUSG00000033213",4,9,8,9,8,6,13,5
"ENSMUSG00000033256",620,685,781.000000000001,796,610.999999999999,762,788,770
"ENSMUSG00000027200",3.02871893780745,2.1625532441154,3.62154659892734,3.36528600567387,2.02302652998547,11.2601319567665,1.00844008319102,1
"ENSMUSG00000027203",4986,6018,5573,6176,5665,7688,6316,6526
"ENSMUSG00000033526",732.35787062129,758.919657657313,798.588962772418,881.06810953655,717.66557795551,764.721156142358,722.889032028635,674.024691189791
"ENSMUSG00000035093",889,943,914,1038,980.783236469722,1109.55898321976,894.905791522749,838.794437074909
"ENSMUSG00000068452",4.12220506799751,8,7.15823281886044,10.1340985068109,6,4.0283613153578,3.05381656726287,1
"ENSMUSG00000044145",41,37,37,32,39,26,30,32
"ENSMUSG00000046110",1.57521509284175,4.01302801402635,2.15734674403918,1.3324106338714,1.3914395464833,4.4033603288033,3.65382583176441,2.749649066813
"ENSMUSG00000048222",1367.16278089434,1570.64834903661,1253.99510679354,1622.98551871714,1505.75693485078,1675.95641358513,1354.45439434625,1344.1198011243
"ENSMUSG00000050468",1,0,0,0,0,0,0,0
"ENSMUSG00000027359",354,282,156,291.768988468799,286.688830594452,206.779976570029,132,280
"ENSMUSG00000046338",708,743,1003,997,612,733,584,580
"ENSMUSG00000027208",2,4.04188480310704,5.01108980766401,2.00734138013922,1.03668791347343,2.01095462595273,5.00632838551827,3.02125839011538
"ENSMUSG00000053615",3.06902271007553,5.09828956494336,1.01296309763186,5.05318336046924,3,4.04745042063424,7.10715125087659,3.06684457888723
"ENSMUSG00000027201",6268.42642476535,6602.9365025028,5541.7661479205,6524.15488102672,7505.39747728894,8349.83959487195,5053.32166613443,5358.05480748293
"ENSMUSG00000035183",33.2406297569852,62.5257979697376,38.0714005257182,44.1495449870368,42.6320796146547,36.2390758909521,36.992586960645,40.9431360430216
"ENSMUSG00000058620",16.3438354098458,17.3385765110622,7.289238127395,9.00126291045579,11.3155297965995,17.1355306978013,6.00711286046538,4.12527183506519
"ENSMUSG00000034800",256.698264098271,229.101267899071,210.33335083107,272.314421576138,225.372242831031,230.858320785028,188.21359584907,228.472648187578
"ENSMUSG00000060227",1878.85351242072,2038.38476405793,1362.25719903254,1445.64932590868,2141.5728122655,2295.5091712512,1513.96256838352,1471.68830551654
"ENSMUSG00000065084",1.12764547564703,1.33455276162108,0.444444444444444,0.490212765957446,1.26707292101537,1.17984085737777,0.510204081632653,0.46545114168137
"ENSMUSG00000065851",0,0,0,0,1.52782435454523,0,0,4.75330175093898
"ENSMUSG00000068394",773,793,897,995,903,948,944,1009
"ENSMUSG00000068479",2030.09106720538,2021.27833682514,1496.39144228335,1590.04495245994,2030.6609922834,2410.34131942436,1703.09682312375,1601.86201901974
"ENSMUSG00000027254",400.741752153685,602.330870829516,388.158577475203,513.881506736658,699.610887902919,770.339607611599,540.50392663372,647.43621129622
"ENSMUSG00000074872",0,1,0,0,0,0,0,0
"ENSMUSG00000033268",121.877794932002,139,158.84176718114,128.865901493189,97,128.971638684642,100.946183432737,97
"ENSMUSG00000074884",6694.14047801742,6884.02367887605,8650.47572771189,9637.64343794981,6692.83990091688,7992.54377693958,9332.42416805286,9806.55421436244
"ENSMUSG00000076309",0,0,0,0,0,0,0,0
"ENSMUSG00000060802",454,359,319,292,324,319,281,198
"ENSMUSG00000003660",9260.20343901081,10222.5287577234,10925.4614946247,12705.1313558374,11280.277616783,13115.1835218521,11051.599643377,11051.7567579
"ENSMUSG00000074881",0,1.25203384134779,1.0086587478716,0,7.41255721751646,7,1.13446765703085,1
"ENSMUSG00000027367",1697.81758979945,1910.15867757402,1555.29085587984,1912.79420524496,2144.67018262881,2552.23091717514,1788.18525563325,1881.60307829456
"ENSMUSG00000074825",568.437130331275,540.193709870847,483.105912429145,538.359181530588,681.001845718185,689.757162422172,530.735672518001,513.332068037318
"ENSMUSG00000034906",1959,1907.99999999999,2139,2565,1748,2077,1858,1918
"ENSMUSG00000023330",268,203,268,295,297,321,271,263.000000000001
"ENSMUSG00000027209",0,0,0,0,0,0,0,1
"ENSMUSG00000079071",1.0143781977222,2,0,0,1,4.74095436657591,1.02949936323606,2.01473811666979
"ENSMUSG00000027227",1060,1113,982,1167,876,998,824,751.682462658465
"ENSMUSG00000027238",136.071027449705,120.290386919526,129.177829490775,124.112981633879,104.087764620477,100.131548356086,179.513687850985,145.079342857195
"ENSMUSG00000043909",1692.42432197224,1683.58276806835,1958.09663951283,2181.46440605786,1920.13914013837,1950.34893978938,2036.16635859904,2142.53482133937
"ENSMUSG00000079966",116.831837292489,126.748496759191,124.108597624721,169.782513537044,85.8729981755825,130.153544547882,147.87371128836,146.045188598478
"ENSMUSG00000080374",0,0,0,0,0,0,0,0
"ENSMUSG00000082670",0,0,1,0,1,0,0,0
"ENSMUSG00000083645",0,0,0,0,0,0,0,0
"ENSMUSG00000070692",26.8497392115819,34.3955125822832,25.3419902403758,18.9251366695901,27.7676872561037,26.6140945068336,18.7863764616367,25.9220973156119
"ENSMUSG00000081264",0,0,0,0,0,2,0,0
"ENSMUSG00000084244",0,0,0,0,0,2,0,0
"ENSMUSG00000080789",1,0,0,1,0,0,0,0
